item_1,item_2,item_3,item_4
192280710,193481759,190287018,214700220
97956837,94332021,95328671,93388221
120961072,95731311,86758911,114177863
68120167,71702335,64110196,19788599
196310170,205407750,174368945,166574187
178377150,169051369,175213265,165503092
136171474,145681601,154321112,104832193
161320717,187263534,189717025,163319964
121773737,120259481,123763713,122630976
82022409,78325010,111609296,109693469
76107935,145795489,14258074,82794380
209208556,209136926,207594474,206271511
111674432,88232971,36390108,98002086
206155102,206223537,206224567,180589194
141145781,168576351,155596344,147122872
94433975,79470852,85419931,101848082
213448924,177407753,213114887,210923709
52993669,80152487,62499657,79566342
196201757,172517359,186707409,201549115
186042868,188035521,185922158,188444408
213253242,212949500,212837034,213243001
195713404,190177749,198250529,192660189
146137604,161848023,160100404,128188619
157987003,158171925,89424840,156913620
47558509,195380661,184015617,190976104
173456614,178378786,164613212,177435711
215143737,202768175,199703442,213664080
148489335,166358263,207263791,162051134
191955297,208689624,215217690,194048849
145652049,151123310,121834838,141162760
30685747,66125115,65243731,74553013
213551461,206893502,212941677,213404725
185363142,200089416,181725282,199769821
50464166,31877917,50234355,49540770
135676223,174460016,126791051,143337869
171991835,93270365,99071797,115683391
204902753,208851132,210054150,206077032
180913949,178954921,176615787,201909778
189947574,184995944,184455121,192497346
175938548,212150267,203505611,212150279
195806087,110732936,113299890,201205936
154603644,153703729,121572798,140958602
73049645,86442258,37500231,50399813
203630035,195479303,190975099,181298080
76394402,76075646,67485461,10972785
108951771,98070520,110798525,101165901
198347563,212877120,214779646,209990547
132992205,134606595,135268550,125349610
97665727,45740703,52231772,96242129
140366925,133245435,125984367,140987141
48585911,18385766,34109288,761682
190327070,204252225,201491646,206199698
97789625,33711890,107107263,100862145
207624578,204210510,208210267,195370211
182454084,194254461,193756491,189044277
109862488,99467335,105214459,104424511
159051658,185319981,46402294,185314980
171999326,187561855,186678530,186075875
182796557,184681498,182450185,183985853
70362984,139259966,137510682,118776712
195233315,202087523,206547541,195793257
209369338,208966301,209328237,206003200
175282027,189863810,180180049,188997823
130644113,81393578,154885691,99626208
8441181,9361252,8741826,4776169
120982254,83766694,1154163,31571293
68050336,92422558,7532293,99661244
158593937,165277450,159032373,161908958
147248616,157120397,157776209,148646223
167129285,160604736,161397300,160578637
145112504,141697574,151956651,157189310
86448293,80205015,84965807,82628120
96729354,93241359,94663777,77990424
76757760,73508809,45234312,64223873
209627394,211320708,212999893,172578712
75737166,91333137,11281972,102805352
154559410,157351176,153902047,159782577
27581526,101230605,102883884,94803736
159487066,153809894,154472821,154337694
56511962,53133692,52954824,53207891
172942444,183843127,147501704,155030304
213094493,213550414,207782357,199251974
119626706,119461673,120932731,357896
173924308,181167676,178720928,178475011
181456786,143755804,85415779,140925370
142722925,201572176,189887140,117767358
187930196,200916581,142286770,189758835
183808233,187827612,182702378,175791664
192280673,189463208,191647533,153153608
119097273,96964604,70440513,132762462
179787935,141444328,186582314,196574702
161606813,156718143,151248258,163563041
184170414,193172538,189895840,193077829
105437858,98895870,104393931,105454887
210495354,144394034,212871260,210347528
130400249,87319468,103352439,148570336
65380806,64180702,44432219,62760494
148057724,95743320,144721036,133267189
71056104,76914495,76821402,76710745
121803554,154837907,193468170,161820797
82443608,99672147,116759350,107755977
140516687,157080831,87479300,155432443
78262674,78516068,78117265,79829159
205707162,208350458,117153028,190304151
152115036,151346542,146781794,137755973
156184592,171576246,158758860,168357364
125551638,212090364,193620268,205101226
181636487,182258252,126170622,120533897
72307262,71227184,42822989,72818534
117806326,117357707,114969900,107715360
22189377,20199609,22027497,18039770
190094198,190491052,45166061,196863170
185200325,171499174,184751631,195803866
134143774,135300074,135301088,131257942
40167793,38274602,32610299,32291007
130269581,136463427,179053235,174539002
207600805,201990109,197305160,203171325
159376785,201795092,153438840,71993501
175993606,157020083,124261099,144500523
20695260,15325315,23873597,22181165
184980884,187435422,202731644,201705888
192794445,191693394,185936822,188977857
187574687,184324330,189443787,147816303
154601344,200812965,198728644,195839227
156082166,151990024,191220712,148230997
134703917,140445256,139486550,141429154
209214131,161315454,203882306,213348646
191655271,199899686,184362082,188682789
49041759,44571383,58177803,55721809
156190715,211219983,208569519,209214927
51492253,176323306,100446840,141904332
196845301,144344884,201700577,159403739
189611605,191476573,157692562,190544375
182671212,167709064,26907115,192401231
154151899,152703171,160553476,101438826
213588714,207248672,212871894,211706241
194196561,201525373,188438514,204294531
159158818,138266438,143945870,143803182
51050361,51908748,46920884,55947075
113016109,125747420,125307367,108275663
65952773,70259865,369340,59084794
186502613,191853488,192534418,189152813
167843452,86164334,151274054,203580759
49130482,39885348,35134351,42537256
157694390,141854100,160683537,157884396
211462903,210384275,211699006,209375418
66049378,65828455,8550510,63744172
159459459,160174137,156245730,136305867
191896373,163437861,175047543,162135492
141457322,133699927,141126446,141434965
124403702,137675646,141677311,132347169
176295185,172944947,182975876,183841632
169035825,151300682,140515992,147915518
198390338,79627223,80253123,94348517
145513426,161260487,162508544,159295380
209110512,211547235,214779667,215198629
204697836,201494381,169020840,167966912
142508140,148034573,144756960,169964732
91613499,119320148,113256979,133508190
162455347,161856455,35578917,66944616
137783132,157015485,159324699,157015466
177968791,183317303,174160945,183923068
192279110,191463657,182664387,197799616
182571900,200803565,199609590,198506103
186976862,198365083,156628545,188208671
85940593,80059645,89024128,87868672
74888567,81527247,73711226,87919664
160411136,152066628,142459772,158962670
145622288,145104215,145644248,134703787
136409613,134277113,136471734,136875302
166647578,162354715,156786501,176104802
64946234,51891030,22297943,68161077
151511658,149642121,156315988,156757626
199603620,155432295,196442125,161425425
187262432,187752998,187591410,191625773
200259528,203849224,1154163,193077829
163952581,203027622,200944061,205752085
113009161,146253317,13809462,110207216
128009744,83200436,76911191,82755532
202337830,200323792,199939703,145003460
181148767,175151026,201666654,198506834
183206294,165123300,194157129,136805807
140062417,162494374,51151186,134296824
153039380,209514290,177505720,189825287
139904752,129677758,139258668,136637756
82197836,56662383,78716584,61603515
183186425,199460902,189549467,199466781
117781516,96296981,117127878,120369368
182850014,187783042,184017658,183612626
162834917,149190919,150473602,155441526
173981571,212894837,214207557,52995964
135687465,186704071,190973602,171249583
189834279,181167737,207375431,205113151
130643975,134945146,135094921,111529634
193725926,195576495,192534403,185845647
156849162,159342658,147121864,167297685
158174737,150255891,148125350,158896826
86146240,97017152,147969818,188977857
167658816,166381692,163332536,167263568
203516668,165522257,103352439,203962946
99053060,127293021,98710795,129066022
134407442,128195362,134376846,128264403
199022351,179876003,179246692,168080591
172914971,209106655,189614162,197225250
125932049,195737037,184485577,200354614
114254655,116151372,116557761,114024672
210863536,210768723,206879451,207890907
161503101,170339093,158510116,61280245
203493594,203773427,189477273,192718170
127684739,138785963,120919150,101225993
196356426,196306291,203820206,197907200
201776647,202109609,207194893,183639308
171825371,207407558,207775691,194999583
77476986,79142763,76596195,76226833
72362845,85451160,79041963,71952466
200481569,209218548,141715809,192633134
103016292,151871747,163517662,125106722
161835719,152298970,157451411,132198529
197418010,215633597,96221070,146027938
188221482,191574744,186540746,210232487
161278809,166626095,163030620,167954826
65440360,65663045,61354912,965144
62591395,4257312,85222470,87508109
170842717,164019564,173440296,173857139
124583654,127530091,98585254,124233540
170267681,174660408,176043812,175021094
149709010,145420361,152778830,148482739
175859092,151042573,207061428,178476502
179941377,172786017,140667313,168372950
173666537,172482439,164931376,172481092
130229619,145600908,153766345,153747585
131124096,134534874,129995148,131497784
207590510,196474971,208793004,207694202
204319697,201615156,208023297,206003200
77508291,78890228,64098376,49482909
203501429,195899524,205616385,204970464
115201200,93012794,110789206,111949710
39117031,42823642,40519463,42306021
144223491,146410789,149194227,140005245
182438608,120400962,194537235,192169702
207328366,187392930,123847830,201982343
155696134,155695867,119087811,153637817
208608957,211893354,213114887,203575914
186502445,155195194,185436494,135567818
179900786,128754043,178047164,136705029
115147773,93366711,113648600,42996390
144929344,150919306,32158067,76959589
117376995,124318443,119146029,101303851
141222654,141346708,141863245,141757632
149636890,196311097,169516042,184176255
196063767,195803170,195353507,165039174
29467248,16896631,68255525,61507563
88862649,99230712,139617170,130061877
122618329,126440859,95975967,127155171
192983268,178357420,191792933,159783074
144484421,156524259,161607295,156452058
159391891,158100377,141139435,160126159
168307250,206677351,203764583,205071573
190539291,193733057,190282107,162900350
112593011,131990418,127849417,129415070
206612183,209385252,205476092,209325265
167266857,200738460,134012061,110018528
159852934,149827578,167584127,173679673
204172837,191110442,143855311,173129941
100461439,133780403,94817302,141084459
139089126,157675915,155438392,161849118
162996731,101135627,117877491,195873414
151123093,143847358,137696030,150298910
124921177,164341729,127186090,55819885
189153191,183613703,181140878,181375175
181237650,180952273,152664347,181192731
175822851,183317303,185824787,181892798
158438413,95731311,165876776,147915661
181303435,187839721,185187888,158186025
98443781,104760680,66709240,119601396
194066221,192951579,195499184,180432935
188311096,166632905,102986078,195169734
210648100,192475792,198138347,209599826
180818375,122015860,65458798,159947663
47527046,48444005,51761450,31157330
43527903,178629307,60119619,179878857
72632503,122677936,120593477,119662088
14431595,12649240,12224355,12778294
157636847,143678356,157616522,68526163
183947890,182653342,182913892,181139593
142235205,114808472,92416244,40169364
200039265,206826159,206828009,206825033
141075185,140736870,143790619,141605509
210570556,211658777,213114887,203936761
192109137,165103457,184401363,191867595
183997639,179902879,179542670,169882344
192040657,207312777,210389907,210314610
106286893,106036366,99147278,111242356
143831260,137567098,121165832,134599721
182880615,203208828,21228740,196153002
60438685,65678045,60894927,66215175
158328008,174470199,126560658,167752441
146144156,142088521,145491754,138124866
157192274,169519372,169164700,162484962
146612860,117616062,128573390,141233940
187570563,189122825,186039217,188814123
149232621,138374981,103352439,88222900
129548830,138301206,133726502,136803059
34570012,36406730,34109292,34382265
197140173,115811948,73046243,158581231
91425555,44044333,100951730,93323795
90786866,74285953,82332975,86694875
206727730,189984587,203691528,196479650
146616250,128774745,146240215,146605016
184143775,184321761,182823282,183713664
198505059,202087523,208935876,196350061
191180841,210899445,210899463,210882657
55278863,144869729,156026962,128947124
206525182,203215884,203388529,188653586
154215969,150709028,114997420,145126815
176117408,202833758,162736154,204207485
178409976,176958266,174108260,181581098
90224457,91036691,90586498,83732333
179031651,193217027,192771432,191321451
98952446,93321280,92672726,17981295
184553434,143351449,172123537,182118858
204247992,208637874,190829137,203920446
201609515,204381287,200934381,162762742
188279595,185537338,193018061,190658274
185660580,195499202,180800745,195524740
202399661,201492048,182823282,195306961
194233408,193137389,195624311,185534491
126038174,176569649,133090045,51722520
85302621,84070187,7532293,82415766
146077075,150094152,110578684,101382654
195934369,192162319,93562147,160829392
15049864,15314680,11172338,10288409
137908659,139941662,123136597,137442596
117926959,87801547,93923470,78918832
185322129,181861411,179802345,181212416
167124025,142749844,165757695,158690573
142389636,214292739,199748405,193702037
74845533,68187372,71325042,61334595
209159964,209170833,209154174,202997370
180743553,178956116,141911835,191374033
26859912,24103828,20457195,26167116
115260121,92600274,133682870,103937488
159386777,158838446,153090500,81548172
104267381,139310364,7532293,117020807
168443931,154135576,206506762,167343367
205945543,111712004,167398156,174360818
203272118,199699326,206129024,197988597
73511343,74208957,75409318,61280245
189480365,210745108,195978007,199841692
69008891,160796045,207263713,139550888
201226168,209057152,148890103,82480108
18270096,75714579,73455078,78468206
111557428,142884044,37500231,129424654
210474178,205440409,198890551,211335790
195490004,202555086,202244030,150920831
212149151,212305489,214207976,203378013
205460113,206061115,205616385,206186794
195028765,108275041,74383344,160694811
149758823,155111699,121388508,140553400
131296932,149737226,156935628,87788311
122967529,123347249,117360264,122727241
140246376,196800786,108409162,169024039
127706255,125744732,113277610,86502218
200131108,174528891,190875797,127869157
152333778,149120551,148691574,99616670
191896783,158809792,159239327,154718492
140749058,158345728,80201884,159312684
172604545,131352642,178619870,170689536
189928230,189823017,87724401,191288466
196151265,181027074,192882961,187961425
117540207,125930818,119592293,123631306
191567925,191189168,130377538,191173267
188755506,179391152,192534418,160007335
4674477,3203858,24169161,31096296
95846249,91303889,112607812,94793968
115539165,110247359,109140682,85359643
165683655,164936399,168515934,165581754
185863201,195884163,147582750,193781982
142276632,142558039,147734194,151567937
154486757,154210574,154762387,154809993
179312030,130286902,14987474,155273185
37705473,55327199,33831671,51591334
151357917,202045324,181282141,171070828
196356868,195483486,204703901,205274987
185529730,191403405,193133187,181237556
124867870,165215211,123526291,168390444
199639940,194130191,127825378,195696350
160654565,199970000,201397551,173556240
203670549,179716556,198607871,207928597
156248058,157028868,148293424,157043290
145481178,138386887,143939437,145016127
147158378,136463954,147381223,118148700
207380100,209150148,204903525,204427661
156458251,157808262,157691463,150645485
183297261,188313890,187852400,129871566
200672670,180761107,200399983,177619057
146845946,140532847,144569149,145297611
146962695,150144219,165491630,155889474
209651289,206841859,203470938,205327390
146783704,135517704,102986129,167382553
201392747,202520414,206589048,133327131
101223622,85810850,91696483,102154214
204899003,207722665,209967254,202050179
143050686,141781025,141208117,123139859
166966954,97656492,192102608,208035575
79153857,77257347,80050369,69092281
161356517,136884576,164030546,163717342
147288631,157048079,154771047,164133048
159496952,153554705,157162244,191539745
210636752,214249851,210346036,214249836
101687765,101604816,73767438,98187222
197570882,209911013,214546753,183188426
157005498,149743992,86847519,118004770
154092149,180761107,169780411,179555700
197282253,205424747,208447204,210205103
180170062,188215990,26252813,91474720
187371647,156959062,140295469,151964642
177991382,207760069,160719953,206297034
197615189,206639631,182823229,206270607
149694232,176838072,189699391,179992648
133760003,143867959,146571795,120266067
63110258,37919664,13144190,53943951
133429997,121286617,113257216,133719008
134678022,133991903,111625436,130094776
193637219,204719993,213543814,214209589
184145057,186755968,178211292,159216863
43331493,36236152,48884621,47933546
156741354,139118931,159834789,162913259
208221974,210318039,116759471,206998554
204913225,207034523,157800940,197276239
82004622,75543864,77516917,56189637
73653208,45691229,72897232,84029192
194257911,204492765,201455078,204940047
154961180,206500707,189365332,126115498
99861145,106159386,101215241,94733193
197301259,212087148,210097703,209970948
177415328,62432642,156648673,112857696
74617016,119962047,120019743,119737714
182299699,212559693,203678750,194095658
165995329,167254101,157616522,179037947
135684034,163439461,148615017,165674895
142519224,135638853,144478575,126813668
86146240,165087201,139070138,161129486
133759964,139059606,115667450,137384606
156848664,160125459,147323571,156949532
144313813,175371874,189549467,167889098
112320644,111435371,109753955,87973773
195691812,190046791,206506851,197547572
165847342,191315689,182745277,180859943
195689827,192887350,181778577,189960191
139861404,140961057,142337049,141782323
124461049,129377369,129377701,118357397
162330083,160177526,163489038,161156204
177089082,170742054,141677718,205482903
119543604,118327716,120609695,103806631
115001433,116712499,47613907,117361052
189280332,188707850,179340369,160007335
125133406,121715709,123161171,113172947
119886395,140885047,118496155,98754943
89552218,65521152,3732051,94131751
214775891,205461550,145809785,214249489
165139296,170837805,171807893,160090218
112199947,201392779,176825164,113132905
121040465,125744732,124557434,125470079
195199275,188112740,205528996,203584384
159910969,162943117,166675908,163787702
171581339,196184080,113671009,170229439
122438206,121971218,74232212,113261996
150532076,138731519,154201319,97203378
168583139,200274473,190706355,198216035
171920678,174192616,144544881,167254818
145266309,112224650,94817302,141043513
202943882,193355244,170157657,191625773
197236805,196970676,176478325,148931084
120796276,115902161,118164600,115213475
138383984,144096739,139242333,145873237
141406743,208945348,167252969,205694525
157160947,189696340,91233749,181818580
118760932,133297186,157405491,145030626
175919655,166373967,158918753,140776008
194282438,154121217,184116387,154120995
195483710,129853623,146143850,187619920
162040606,171912101,183787164,148181723
132841100,126865253,127625234,119187682
41065981,45072921,40382885,44317689
145562038,144747679,129823056,144971970
110023664,210715845,58088338,140384999
116070573,131042624,1154163,137611988
205305833,206025378,210510537,203821549
52982549,82812082,89048846,93410653
126879159,127930482,73513078,126040304
177436131,204982869,197978362,87386563
188309577,202167228,152924841,187521863
77263801,211497127,212577756,60790092
47819465,41288547,48307566,30836618
202437448,172433924,211436519,209715261
184717150,191193861,189700722,192168318
155897697,150590041,114257432,126883723
185629560,192417177,125788500,164278204
61044212,75773069,77991006,71632597
164527202,182571524,178816923,165789995
190648240,184694170,201012829,197051319
197371060,187195655,192699403,197248142
120078186,123331207,123917535,121834791
194080599,189823017,170126805,156853921
165298998,152615498,7532302,143895067
151329328,147398534,33884794,149263886
174499869,145322980,170220329,160893187
152375699,188683663,149054685,182331492
185749299,175227433,186144540,186632675
158712975,213056962,208086666,214249836
7135475,11652756,29953250,28180495
105563607,140725436,113100345,73356857
205391021,207718970,192553363,207720964
150890695,151020245,149588768,96954859
167266857,196184104,195353507,162411350
183921794,184667481,191633632,182355724
62353983,150408295,27812705,127379157
129325528,139945712,140246410,132528599
126701404,128099370,111039040,126532763
155033944,149486696,137694887,153087957
207800960,117144847,74383344,204797736
178336863,191801173,164210817,187821381
54240892,82107325,81111234,79692919
29021938,150675201,38736547,104545000
198623269,200769866,156581426,128070245
211591376,214339342,204632716,193334618
126314540,139390490,9141723,81833206
111663898,79137620,102923417,52097345
119315114,124630149,124415012,120693670
203488858,215023908,199522599,171933910
166967438,185984551,107853940,172877603
158530005,182554235,184017658,183204893
42198344,148733698,64390294,150264737
44381028,75414793,70397096,78025844
104348608,138408906,134107722,82793106
134521164,126809711,130649398,131115548
155790654,173086208,167942091,15626240
161009330,168684222,141139435,132198529
10948423,11986137,8676484,11911735
197944617,204524428,207814504,172412023
187555209,151521414,161813649,191500499
116945059,135938459,132930758,136487099
141284383,151064278,146809513,145425449
182483779,194051822,195739401,188977857
188380258,188807288,188233429,120847184
21435590,158346728,140744995,117807247
192001491,184860040,184524195,197127863
158593937,157052829,149094148,115148738
191170922,188947765,214926639,215038141
85668610,75701095,57356910,75824676
191022771,189910816,189970490,189911658
157513387,166200866,152902708,163559284
204230814,211429176,213043315,198345101
121165865,97780433,121648578,115599959
165682320,165822331,108524581,167075897
191889792,185182633,186164225,185766949
59020547,149402862,56846432,129685980
51721962,53881309,57201143,54050318
143996855,151996207,112388458,148895554
125395298,128262440,100653248,130509104
123074795,126716174,151688918,127108460
149758949,125245044,139242333,151984989
174697680,208022685,16706001,202758890
115125821,147670169,105995802,150791463
163850443,188943037,151056191,193334618
206843336,209150148,203470938,204121597
54734217,42058283,53517849,54736878
74223633,98888108,93084662,77502414
121017251,127522772,129635409,120204443
146824203,152166321,151988261,135222682
74618421,29180670,71212466,25999377
202547252,143777880,202544497,167965987
145605948,186392494,183844577,184811291
156634762,153265856,160940454,167690561
149414957,95257423,147912709,148188734
114538695,112369858,118496155,113659741
157678468,157633356,199549247,200566606
194318696,194318524,193110199,194318486
172388244,164903390,173172329,163130187
65148519,65453504,66010705,66079634
176866453,184614643,178461625,184614178
41671733,50971043,50854987,53278314
101780760,106839400,117877491,48355257
72558521,78559509,29181108,75056313
193487188,187528428,188233429,191318958
168563117,155720573,161786545,127869157
21341222,137515355,142591482,114924949
173560371,169935295,159032373,173702879
203879857,150802832,200155316,210232487
170843645,169936555,161337683,168179940
177089082,205704003,211200291,205005422
196607114,163635919,208814063,206027204
144481325,133217355,1154163,145503594
162520224,152240214,157703333,162841710
204840861,202243743,139846808,153233544
146323647,156040800,148807147,156943950
173080804,168776006,173436514,172503079
136191196,134155300,49872372,104432168
210162768,49663253,210866000,147359653
133902838,134497743,126349844,133923511
207932505,207721026,206226014,209694658
172140723,192101306,188453627,181871768
30736254,20573268,7765544,9370091
189833609,180614555,186068069,104609315
167897167,182857316,150419654,177853755
192198769,178559319,168679648,209336523
184074367,178197073,190610367,164011898
98852580,98170080,96759034,99094876
165195804,191549587,143852448,159834306
187545676,187312569,181012464,179021256
113591256,117252332,115281834,116884330
208196016,211744520,210565602,211644007
81274837,86914942,66768390,59539794
212754484,202605052,201261720,209266061
152327305,197975201,210933509,188102339
143089718,147327107,157692552,181659342
171067199,133671175,138395017,213243302
159533812,107371828,143852448,154291444
142907913,141903111,136471910,62923498
109765227,118164217,37500231,66637577
163337158,192361371,191773760,167261240
26434801,30851594,29275006,27214959
151580610,148846175,141497056,148846338
104002586,136478446,78355959,137411729
177427735,167737014,102940263,171702368
179569570,172511609,150953404,177312888
211199056,211469964,212612807,211471147
179027283,177449196,169178650,180658418
182041388,172402368,178050009,179539173
206181342,191898237,210094150,211147618
211684282,203858581,211309618,195908508
165858698,160605615,165837699,161220425
195902399,192784057,194470149,185063887
48138227,63568131,58990398,31116413
202858470,206301481,174961494,206285685
141146596,133369981,140287638,125063486
205410172,203885195,195676547,206135859
175189782,162809015,126505139,175634464
149348379,153298484,151221354,144361656
107700610,24977490,95576533,93410583
110016889,107447515,107884190,109738774
148429532,147952168,121383446,174763370
150225459,150531033,151415551,109291566
177472852,199883165,202087559,195684635
188640801,192351342,192068944,192584864
151426437,151721082,151869250,148376217
186962919,190733639,190851325,136480019
163163246,166057263,166138609,159008536
156591889,158809792,152758566,156256822
141871311,202363444,203394322,202231071
200078059,207559861,161617671,206666582
128008195,193775900,176702640,195638799
152958042,182217563,181183293,180819707
174726996,158224683,169684753,160572257
83988124,99133289,99828386,92290857
42238270,68210575,207264095,114238686
131571490,137798917,136459509,114972989
151454282,141584692,153618089,151091180
78063293,60803551,64110189,14873764
204639793,197418396,209555110,208626557
135668891,127336826,132213507,137612002
121335333,151364020,146737232,112654374
185309107,144821453,192534403,178342970
209804649,207696747,201700647,210647082
138589509,149835557,76621772,154939819
190996747,157688581,181983097,195004277
176099152,184069451,189684384,201410094
146356864,176738669,144582606,153243406
128175710,146349630,122520711,128663090
180998111,165571732,180793899,191649158
88595187,98595486,97754624,98768853
206462677,191150058,206294996,203695598
206928430,205863022,208399228,182195988
123764134,107793048,123665609,39096744
199659972,214402778,204139945,203717552
145321407,164104549,190894065,104609315
144792208,211084967,140707032,97889341
200618860,193064391,192582364,184293994
113011989,113103132,114969900,84172823
110630021,106272204,194148554,126687880
184407267,194254591,191779204,197596364
108479850,129875228,88016210,126844746
122579935,126167343,126639584,124835751
167784488,170018648,150562462,161435094
173068515,180363163,175261567,174860264
189699989,189536855,190300966,172706076
18236245,18429735,19698217,15271797
183222661,168385298,200619120,191598751
150336320,152765559,152736065,143014015
196794776,7273629,197335111,197706241
206061273,200298353,198105364,194498259
193982039,183066034,190812542,197955286
6499497,126689146,123828482,65174833
142391663,119086443,141208563,144248874
212559374,211194085,210982737,212068077
32199561,29212295,32862464,27329475
159247978,170039526,195963339,179352168
187045316,188192512,176825164,188057571
187113178,96375623,7532302,164225566
92764391,118737199,111223146,60399018
199476540,197680625,188233484,179656619
202651056,195326832,201995808,152516238
212127754,212593213,209995156,212357150
100104511,189045263,186770571,169842054
208937164,171250859,200010155,209999129
202438536,209672235,170640334,209173450
191642447,163197279,193389383,187519048
128147914,128430372,127969764,126440136
153924860,135811260,178146060,182855170
128077340,127129859,115161404,126932282
80032200,67680171,100481808,77280975
182574434,194818001,157095311,191641979
132723817,156718143,160114701,141109450
199818600,143007731,192906858,179925944
158845722,202079442,149364028,199717145
82737614,35320114,79949526,65081740
187648862,183641983,189684419,189186579
203116108,188210187,187721103,191528720
201525999,200709151,141777550,198315886
78225151,96190386,81111234,50399813
209216617,211554258,210389907,209970948
203453610,181360792,102986078,195297109
206849527,209793522,208700587,168041656
127561228,39195432,96518798,80937104
185857737,193355244,185922158,182574018
204942331,205200483,189693758,205431544
120449901,121606000,54698244,103142849
200651504,201834407,200659228,96954859
66798106,62537115,44083875,40169364
122421743,112348246,121735875,121101119
203319873,206501615,202128855,188013582
187288185,189601332,190543905,182566684
197901136,185833373,194678791,200671857
207469777,211853526,203709428,212021600
190805627,188108206,189700722,181800572
127977272,125656400,112000276,125070319
147355278,141715154,144722153,142759322
201532439,199444353,201459999,206532131
60838304,143875463,158318120,143091811
206245194,208615158,208615154,192633134
210519430,214844070,88532667,204940047
31497151,67236495,64748404,67437301
91311404,94672298,92865604,91241935
75820312,72341023,73443815,64895167
114842228,113559462,55790341,106620023
144089898,174219288,43375930,107998903
191275612,195347323,193372946,195933627
177954371,187741342,207263879,199850638
86486091,113342263,125113332,122300985
213357156,214249855,214537021,211145017
204622550,212510002,211983086,213016860
148640348,149218644,139337896,146539128
186532370,203591018,193456371,172913287
172553503,179774298,178047169,173236882
214681163,212872338,184599077,209306971
29697042,31601973,12542202,37278802
145306409,162930021,169330219,177468148
51022447,54449136,53009911,53292171
197538442,179373361,107116233,174702333
143671962,169156406,93846162,207772043
181266450,193218519,172599223,137673679
101393431,114664468,113963244,111170369
143975862,150503894,160195823,156413429
167393832,122516394,174007790,120603601
204476196,174957691,197454309,156854457
164074046,205010969,176575049,205082711
141671549,145294843,86371046,128960942
160836047,192935425,192935923,195098240
182977073,145031543,184791959,175317027
180876412,194300191,179694450,179263985
107336827,116919653,121735390,116917036
128505606,116884456,104394296,51794603
65914289,61515027,66537116,42561244
45632088,53015733,53116128,55761442
86495222,117625835,106336914,87576860
186719892,138731519,190782688,192916043
200686413,209497609,190436013,188737093
188701687,189957116,189727954,67671496
179989309,182554235,165047288,183349286
176703678,176456914,177470933,177479391
203062321,203061891,200967303,164542233
149759427,141253290,154872479,156543740
208781346,204795770,189717025,202571801
173874867,186209997,88298252,159779117
54115691,52145013,51278603,50500228
142267113,138115549,127548419,133559223
172914971,209106655,189614162,197225250
206547643,212068937,192009324,209917762
31480454,31994725,35106476,26668202
187399250,190415322,186932889,190414150
56362157,162886279,168985603,176606780
205919252,205073032,206304053,202061731
154426530,159136724,159398904,156413429
138179744,130364233,130939983,135835035
93157747,201519408,204183178,201653854
176678131,170648634,176880684,154415686
171373274,173469125,165554622,168949529
163920443,136112649,183247631,202412217
187489642,177298643,183495415,186912420
169224277,190478332,188953213,187982117
134313552,123095318,136271604,86805741
146284535,147275682,209470993,157055475
123660680,191111515,162041766,187392949
197617872,173207284,185157026,198336932
140641912,183749492,201456805,140992937
122189141,112003459,105337347,94396325
187699787,87343105,173534408,188007967
196030640,197756360,199549247,138207093
161517689,174758426,177307597,172549146
170091653,171601024,154770839,171690194
195989165,195912152,185529353,188791749
98277408,63823165,17524591,89039753
65094991,64619553,64946515,62489981
91944375,169463633,159273026,94253618
117647927,195263957,210558894,136760778
94671451,100166343,89130143,51897233
147075058,120689312,156022343,110742000
145712298,138721787,143080624,145112857
204698864,207721026,211524722,212328078
214635827,206833267,206037429,206821207
13643915,11423025,12226656,13740254
15079238,26038482,14556471,14430215
127204181,114276236,128450377,207890907
179803138,170867243,177988948,182436092
159629223,205449390,202744390,191600509
79168717,154919645,142539979,161081665
209998535,213466315,207510916,203507505
144424186,144392699,110827101,141812086
176761895,148412341,46048944,191625777
169893685,108275055,102986143,65582929
94201986,93189575,99313918,74518223
215037227,190734995,82782719,211542202
205419651,204288294,189174949,203407276
139778267,146626324,124542402,144536260
201658317,214707198,211728532,214699472
163402666,160794723,164488856,160842152
122781582,94762243,134019372,132451315
201700886,197388106,156440222,173539736
130964474,160097524,158667877,159865284
207658213,209530209,147446070,209658862
185482825,137786349,211189918,135334529
192239536,192838428,194173249,187707322
178024310,167686311,183819665,169841195
166400990,160613659,129735152,176748622
146383557,119573622,156245730,143370829
197975637,207123731,207343764,196728569
170183628,138220883,165558877,169989757
194233408,206322735,205616385,199546561
173604106,171334484,202507015,211587665
198598113,207675050,183143628,206252930
159566794,201394385,153562371,147997013
138200066,143398979,139705478,141137923
127820813,202401254,46848824,187336641
181135658,188807288,162381942,159425991
190211148,197711978,181282141,150687320
121648404,123906358,123738248,123751532
181455862,190858243,183985126,188977857
84632793,201501777,193468188,187098864
201464273,181633911,193583860,194703670
169093574,153663612,153984047,161127103
143759888,187561855,187410384,183229818
102985347,67700522,80174712,82187486
186274333,185419439,190759301,193157055
29820425,37164183,36654169,37163805
39213876,38765900,38400478,36842521
85349606,93252173,38400478,70182969
169145755,201083184,201089329,107668454
208002059,207225270,126843566,205896683
189016795,187969022,193239462,191787563
101837389,95982638,100892209,94407431
102877276,112003459,118999477,160986564
191245292,148452853,187116812,190470618
138601030,151097184,110746984,121823761
