compatibility,item_1,item_2,item_3,item_4
0,201384737,202760727,197066988,211488921
0,208744799,119320148,185545551,209045970
0,168633086,164269466,171819167,209548210
0,180985895,92828126,209015727,212640596
0,184740920,161431516,194859469,141789192
0,115201200,174702862,186517292,197498651
0,112069335,112653833,196780559,154729751
0,148632564,170463302,120368439,194655297
0,207007174,213346966,186988569,188326140
0,212890993,140329186,194313936,201096220
0,194867037,157711639,36683635,155647330
0,201069248,164553209,134959988,156441423
0,183855339,195499325,135939350,194708105
0,176672668,208961765,141615352,180022816
0,158354567,205868468,66709240,175017852
0,208944822,182571421,179802340,203894513
0,208906116,110650131,131949903,169465217
0,186163579,183756068,136224369,188020480
0,113953327,199620018,201598006,190262730
0,194916743,199129074,191105978,144763179
0,208874400,185742336,186773988,179026492
0,191707492,44571383,184797229,101303851
0,160836047,167352002,79041963,191778796
0,106069814,172519599,206561799,208035084
0,167269106,178826572,159668735,200745406
0,200589676,165123294,64723406,180507100
0,177991519,174466352,84498318,213408947
0,154504605,207036697,192553305,165781599
0,174071921,173886310,145809785,134418196
0,207192922,205477044,201653121,202205320
0,210346373,153715283,150854175,92668539
0,211075261,199265911,140707032,201881199
0,203427857,117708620,153137766,207037321
0,194233670,196123827,77096071,142502408
0,76765780,183999946,189691115,134808968
0,150424790,114162753,121494213,191498933
0,194004596,202238076,199892015,104424511
0,167588988,185215896,182423187,182817912
0,125639474,215222578,213578709,129802589
0,169381916,145868463,159853907,180878699
0,154490192,184538464,185936822,207065954
0,184707495,207760069,74383344,75552297
0,206886526,206640791,177411454,91178542
0,204303363,119021702,207497455,193044307
0,181554920,198218383,204625635,119662088
0,117056739,183385210,165221051,706400
0,170659187,202546721,172004984,170997623
0,159528451,106412706,165727927,184286001
0,168590262,191086949,58177803,198472134
0,194821143,206299742,19851657,196946420
0,80702608,204306688,95934182,206180405
0,186683968,172822587,167252987,157387023
0,121707231,37496899,138203223,117872033
0,148482862,200034994,168224191,200959173
0,187887058,192745223,153688590,203677655
0,212411133,120824060,99619512,102731060
0,165688631,207071730,129375319,195892991
0,202598673,110500413,204653404,78938905
0,189611605,211141251,172528966,206478791
0,172403975,197774591,156839141,210537696
0,214970003,176301464,157118711,208286610
0,193876624,195498377,167584127,191550186
0,212039185,124961312,193133187,46703243
0,201349502,157942374,201389736,205750368
0,160420501,213343566,203882306,203446983
0,179100917,197316325,190536889,195296792
0,200106805,55909437,176114818,186767710
0,180649740,212848358,74725093,202781539
0,167483609,201753250,200095068,184955377
0,138139454,177531304,166491296,143615140
0,166966900,102562843,192152406,193744383
0,73615403,208351783,184263551,184090583
0,201181660,197719659,211309618,47992002
0,117781349,138012215,58177803,191609585
0,188640801,203965428,79949526,150919962
0,209241357,97678794,116387674,155860250
0,206645122,149082682,33543651,165520334
0,207097776,211920089,207291037,105426431
0,188889120,213807826,209168745,213416238
0,201071911,141199466,98210952,153473468
0,206491936,206511556,118496150,142646716
0,160131360,76900259,211636671,202124275
0,161740820,106378677,88136653,213554048
0,179554171,129514157,210447072,209666010
0,166573025,215506052,193110199,204066405
0,213097764,146709617,183904683,215455679
0,205414980,127547966,186678530,171702368
0,206531178,203154762,213394260,194011366
0,201679781,173184153,210013680,210269525
0,178614473,155153960,16574276,115196098
0,193553137,179558144,192900766,151555658
0,204623530,188378123,8495818,171903811
0,157939940,76184639,193563232,153563900
0,186826464,210544460,95399191,184694144
0,188176604,25265158,197099128,181472287
0,202020859,133789577,204628054,131562511
0,195500342,167451870,205548720,211568612
0,99417894,209176444,162223944,201480472
0,162905789,190217910,71007312,197342380
0,205022147,196152756,130644186,169194363
0,146507091,67844542,188847265,173945750
0,191022785,208442397,118639026,210661745
0,56362157,214581170,112569774,107963078
0,192663252,180470263,180259044,27520952
0,83711957,163438497,177532825,207206144
0,180615324,129744039,164301270,212004985
0,202671115,107564646,199857444,213430506
0,193796412,125837140,201157307,178051344
0,180054828,191241262,193930121,185770639
0,215037754,179067062,194883453,79628364
0,75288868,201074209,119966292,88464344
0,132948095,196337508,169265719,195499208
0,201852490,122249720,210419279,134717372
0,209426191,208429045,16784542,117851203
0,186453308,204286223,161296503,93410653
0,203532895,209817077,209967254,203391315
0,205352245,169737213,192323907,136945901
0,194137867,177856911,181725282,156767526
0,167879007,97945694,61756906,209172619
0,108373225,183361671,77524646,210826772
0,30247321,33610672,183032278,205826202
0,209520296,194048516,148482437,161416376
0,192408618,189409662,178461625,162358019
0,116670253,206128606,57587981,192909689
0,41481672,207205439,143945870,152033698
0,204627221,81109116,162041766,192066630
0,169346012,120997119,179218523,186385076
0,49158733,166732851,161399156,167273244
0,124484909,176959861,157692277,127379115
0,200537229,206218690,141751387,126390499
0,173758947,181727178,208312660,144859420
0,209804649,153698562,194918735,158152723
0,169220494,205651207,160813640,199522628
0,193436185,185658260,184951102,78075372
0,194123392,207158994,89456717,209306971
0,198600357,197976154,44432219,57813148
0,187225322,211503780,130147635,130325354
0,204911329,112747624,160172420,136713486
0,207469777,206681737,123309566,206268985
0,159376785,179882125,128603620,132604735
0,188954785,131396469,36933815,158498004
0,191321345,139814869,68567686,166569512
0,189436605,139909204,193457235,92579171
0,192944095,150564123,183378741,163011784
0,190546545,127336826,78068950,129078813
0,192078202,197937361,189977167,199490366
0,199927465,139426898,165233320,176713978
0,180666946,133440258,134012864,209770247
0,163142415,212868723,174689150,179916410
0,180613841,55551273,114997420,26668202
0,181939618,213733149,126555847,184915140
0,211047288,139427772,156782609,191307581
0,200731171,206285817,204703901,203672672
0,105151293,131493764,129656760,95677965
0,201929335,195178663,211362733,191554072
0,198169825,215678103,195665362,6690659
0,202007499,203568973,206574100,213085090
0,165083829,110717311,133988124,205155006
0,215210496,177348445,201455078,193066303
0,137174212,184613746,208657108,137033486
0,113790430,188765891,193948267,206148884
0,212598506,183883874,113135717,198231285
0,176678131,122467595,119592293,54736878
0,190952811,181009080,105816742,209667808
0,180817163,114354190,202014524,209194647
0,204449585,213084049,43338782,208606308
0,141157377,65435899,99720046,183951713
0,215371072,195568435,113601205,187339812
0,209966603,144388111,31083657,185120670
0,176532338,209956276,106344058,166631951
0,193598932,203884929,214766922,43308742
0,157912285,206492552,80124554,213810110
0,175716858,208742206,16052702,209179607
0,210962460,181364552,53331292,198639542
0,128994958,170358115,100659317,209584693
0,209584172,188147101,72897232,209481393
0,183773121,183946046,25029614,130616091
0,177991519,179137915,197688963,191861359
0,188015157,140965013,203666998,204797410
0,207656544,200505985,100056678,147687590
0,205954303,182330686,176320123,208621746
0,49032725,197785050,140690456,160093036
0,208133372,119152687,53869625,166958247
0,174355104,206186704,208917238,191662641
0,210638346,205804353,121572798,111832838
0,211893743,144744916,207946500,27604553
0,201666981,183846741,34109288,137688293
0,145034889,180936629,164847327,211212226
0,41821929,205408943,111865108,165576971
0,182451976,73369726,29517087,124968277
0,134711183,127487178,174870639,208584957
0,187832050,172574226,167983125,213416238
0,188585278,118158543,211950429,100874816
0,180095819,202232277,16784542,153645811
0,178455758,180286595,198005021,195857701
0,115209508,177124255,152529547,17156816
0,174769690,186199526,188605259,81121143
0,100459835,203446209,202429818,123656518
0,182844338,203761515,213232634,163550824
0,209552350,200082065,135094921,103400085
0,153790983,60423411,191462727,149646038
0,152813684,212090364,93181938,164948676
0,184069171,138609221,119892988,195351852
0,210660858,205352556,199923631,178674426
0,205967135,171002378,196065595,77454970
0,178375444,102271084,207666648,206063842
0,178552459,99936646,189844551,194998290
0,65530974,169023044,205207753,197718787
0,204245787,202284476,119150286,173588466
0,121926653,201544142,86194367,194011366
0,153550483,199970000,128151874,212839462
0,204590503,203886210,165781887,205696760
0,172313555,172822673,115303949,191702609
0,145459215,184295682,206891371,174933081
0,133811767,211838097,211631348,207351421
0,196212938,74501268,686389,209126409
0,206174678,110732223,135776482,212498286
0,204891079,212962666,84302276,168179943
0,202252263,206555216,213111996,176914890
0,70307592,166538368,190888106,213086023
0,178436968,146174982,191435078,201485638
0,72621498,183946107,194155106,208092435
0,133792343,206338762,133375738,193577712
0,166290231,114559171,208899274,213009028
0,213242571,204121640,203387236,202775712
0,202758210,208731646,67087194,144332119
0,207243964,104032713,163435687,90105968
0,158778091,141033877,67087194,4423627
0,206264565,191102297,119966298,205310338
0,194981540,205725757,89522921,67502141
0,65590693,194895235,177334361,163598275
0,123469637,155044799,76230111,42876230
0,117799587,192047541,211078764,188679802
0,127826565,201905119,104537950,145948495
0,186812935,183596730,161911420,192356452
0,215609507,167531330,76621772,200139770
0,207326970,187256682,161036009,192553571
0,122589443,201173634,214575072,206005381
0,179534069,168129100,199609590,186812283
0,152181721,206882660,198253464,212848233
0,200222063,185215828,154706983,181451601
0,202209900,192824591,204882323,200758526
0,206706084,197307051,147446070,206707489
0,203893624,163176501,150419654,207799718
0,177747645,214249100,178461625,202214453
0,206386118,112425197,195275408,195298679
0,151954619,140961144,208076527,206715332
0,210286349,161568039,53360713,108663214
0,93939490,201642288,204410020,144423927
0,148554371,173047938,206571439,207459533
0,167161308,202780224,145141200,160820663
0,188083025,210965050,143356856,94646377
0,214057848,178955984,127877752,209983585
0,155157012,53038803,207078519,192558827
0,191062997,103797064,162062652,138053977
0,184199865,184044769,14556471,193313093
0,185367573,197923351,119146029,184403852
0,198172187,82484535,198745091,177309131
0,211602571,194824468,174084229,193827341
0,40482037,211581867,142712862,145200225
0,123373616,212325495,14392861,170654676
0,208654587,184933527,182677879,193027735
0,204679603,208446453,201240658,200463915
0,208861516,173543476,211966389,167696857
0,92940754,59502701,205889417,209579832
1,162507293,169208674,164030546,169307990
1,111331286,111273640,115802598,116973490
1,206289517,182220690,208312660,207572022
1,182654073,181349496,181482708,162325311
1,186668208,187687733,187688490,187483323
1,60980112,65491915,64800139,61843467
1,212084434,213332998,212718405,205370441
1,122546124,119657612,117324120,110589594
1,176083018,170409951,125338421,124974095
1,209444999,211694088,196065595,195340662
1,115717872,121398785,122391717,100758952
1,48707996,60342740,52103031,38648211
1,211730247,190828672,212426416,213087585
1,168081073,167877917,171798048,144565961
1,187262432,186392494,182551457,184403558
1,201115876,196116843,197454309,186149273
1,117508926,116943631,117360533,109406482
1,183727898,183932579,183315673,181595945
1,96438363,97624246,67988428,96738932
1,189691077,63004313,195371685,160553078
1,171309326,150575018,152039886,167260200
1,134130762,131539979,129494973,135940371
1,195270606,161582192,192935923,190549441
1,118027860,138537231,83810198,79385129
1,201387100,178696581,194002233,175317027
1,202385458,147930031,178643616,173210477
1,14852197,15128648,14422995,10478365
1,182845504,136463427,191633632,115914287
1,108516626,116983489,116242614,115152119
1,101003390,176897998,179299648,114067198
1,209179846,209106655,210346036,209481395
1,202092295,203227478,158550412,188839088
1,83345740,136868377,140055410,139309947
1,123773734,171611984,103352439,171100935
1,145404899,137692878,23665649,132252236
1,191458305,201096699,214015808,173218040
1,99376531,97971027,93515907,95828892
1,118522203,126910308,111063720,124461011
1,204107602,204946370,192202919,203741771
1,207480146,144595422,174933764,179319329
1,87938802,57430635,57944565,65004330
1,212676062,201904955,178240160,173492799
1,200687124,202198475,189981788,167679807
1,149840877,149840683,192728783,149822220
1,177472995,206757346,206349995,204166214
1,208220541,196139252,203133556,212076805
1,190546545,204256199,203764814,207708247
1,194448847,193944807,191822894,198227036
1,150645063,90193645,132387375,151870951
1,193433670,177845579,207857061,7024361
1,134809177,134492828,9202904,121054782
1,118684332,121908847,123255534,133066819
1,186098084,169156003,185178343,180804543
1,61426980,63909317,53518970,61505590
1,210176095,171576246,206891115,202650371
1,181752388,159274190,95478566,183247474
1,170619907,39129381,117197390,147045308
1,179100575,189569708,189717025,196425397
1,202357837,202553609,202554622,202554319
1,103370780,77767091,78029835,98320106
1,148897237,194579053,29538016,171067310
1,65566295,130149488,62498813,138022716
1,176567409,195460591,193389383,191693077
1,171756474,170678531,164724526,172407255
1,202891116,182706102,194213799,199365505
1,212510875,195314959,211696320,204928041
1,160058303,150588699,73186898,169964732
1,150626732,147380892,146809513,148735444
1,177089082,196474971,195353507,180409263
1,162374887,170033783,103714211,170762809
1,126645975,126668982,124847703,16673848
1,17221487,62726077,89424840,56860340
1,112378842,157191287,146236545,191548653
1,198494288,198494468,102986078,192410324
1,119939855,128434591,38400478,87410394
1,212259028,188742126,159565029,161199677
1,201855156,179939924,199969525,201392553
1,146278655,145028899,151044758,143950642
1,210638346,205879689,200225477,205950466
1,177505280,161469767,109278714,176739057
1,206564402,166514141,205088162,194108693
1,179691869,180123373,206021716,148615858
1,191065900,191430354,183008167,172047598
1,107219430,109591059,96693572,108595392
1,152440695,184514291,183262294,186100593
1,202594470,201837949,210982544,200522119
1,212380242,205796748,204215086,192356452
1,164421232,122562923,151039116,195717568
1,145810779,144162560,125476636,144896605
1,212982951,213382499,212491067,211497477
1,151955684,146538920,157985984,140042734
1,135360908,154360141,121590764,149624572
1,146666532,163915848,162745810,164179900
1,106002272,76908777,85444698,75702498
1,177986681,175111989,180883979,179402802
1,188022016,190327595,207263713,181845564
1,212145271,200108569,210932517,211563034
1,182365377,144765945,48899326,144494709
1,206467994,185304824,201721489,205738642
1,168880416,175714263,129823056,154197218
1,212434023,212225747,210335912,195127827
1,151243920,151357913,154594733,148910854
1,194521836,135012633,166477309,183311131
1,127302161,47101248,130172242,133508190
1,133545797,142576226,130323909,138017083
1,130057017,123846492,127243813,126844736
1,193737557,193658588,185499150,191626639
1,151194671,155433097,185597809,194678052
1,208364440,208750281,208431688,201480472
1,153573132,169062967,151366142,91776893
1,201972942,203012569,206316917,197305570
1,140826198,140609516,142184664,134683739
1,196730479,208142277,210982544,189701908
1,4487225,6662860,2530745,900277
1,58890659,77014387,117558246,85515074
1,86172764,87562507,74835277,88215228
1,201387618,172403594,200019099,203164989
1,153675611,168469339,106377696,197664413
1,26777725,142461763,128648093,110067609
1,202890942,203161489,177395201,203160708
1,69262694,67473955,65519035,69005174
1,169731192,183034192,183520715,182883880
1,180000860,184087173,189700722,210232487
1,98569997,92873089,88524149,89745009
1,127303307,131865256,87923283,132626833
1,138958806,152289576,148691574,145732903
1,211865191,206303535,190531369,211838329
1,203839659,208139579,208899274,209427135
1,186883525,188743747,187625105,173124577
1,141906082,146243754,147255561,139502312
1,144337153,135258113,148458118,176513337
1,172594694,202786989,200388905,195661942
1,207380096,209552560,208760991,169594848
1,39266486,47615814,29517080,27892715
1,201173282,201173219,189702664,201173268
1,203904758,180382993,67301723,151604517
1,146545358,159922749,157788089,15998867
1,180096009,145766081,189076349,133277821
1,197254522,193268236,192064343,190304151
1,196728455,199682913,206565372,195661942
1,148084430,142283109,150479880,114616791
1,96757540,106216766,109773649,112388902
1,165040963,158280737,109940050,165686955
1,202594470,200785116,202584108,192794179
1,52046092,59123186,67764321,1414434
1,118805506,127948380,133119991,99690116
1,74016493,81211733,37513455,84421768
1,145401349,166555035,157692552,190636032
1,207543861,196351006,169046607,196340356
1,183060465,182239993,199598721,129652487
1,194618044,192283348,181018954,193057755
1,119011711,117380030,155600785,148452215
1,191878717,153561704,202831630,202827040
1,207978076,199574637,208317273,204070280
1,195912127,185642254,133976346,149674231
1,94445348,118625228,116988504,118782256
1,171923698,133835466,212856947,169882344
1,195028544,209106655,149094148,90190578
1,134896564,145959661,146897741,145088583
1,145031199,146410789,148217546,136640367
1,209172372,209172486,204633807,196660196
1,120121175,126033790,123767048,86274833
1,202227165,136785441,196288901,158196407
1,187113178,180520138,184346669,182401293
1,168908409,170651338,141364179,171720226
1,78542940,62692758,68185751,71662950
1,142125850,179200902,57419836,189461998
1,155882081,184190189,182586258,3742663
1,209503068,181145084,194361935,213468184
1,202017157,158591594,148277599,174008996
1,198884174,149456975,89424840,129606749
1,199847526,205833368,165471649,206480150
1,153789888,193382210,194281816,193880989
1,181786916,173720787,193549805,180718836
1,184217114,186083423,101212547,173178059
1,74931429,88304535,55231850,87116286
1,170876971,197513525,167449653,197603522
1,185534950,188186594,154513836,162266085
1,179629790,184583922,182702378,180658418
1,152598506,182261908,169022438,186518648
1,204816050,205781540,195353507,165039174
1,181002192,174528891,199911789,187486665
1,212623447,213700190,212179084,213700307
1,165101280,142491205,156370386,157124952
1,207954076,208276353,46848824,159271009
1,209711081,208741976,210313943,129355470
1,213746773,197651233,199937054,213623927
1,181328051,176748150,143778052,181796752
1,174980925,192373402,91233749,105915624
1,136782109,145009565,131399740,141131392
1,79804197,78383058,79220888,73475267
1,166189894,182324616,182501447,182240020
1,88862649,84125836,7532293,88862782
1,136880137,178460816,185853296,178810032
1,186704173,197478323,202545385,198174448
1,177742927,168469499,18207344,170067152
1,149497977,102584271,134806004,102413755
1,97854488,105853064,19851657,93767564
1,203328714,203328442,40519463,203328529
1,124507476,131991037,125694853,127816222
1,208314616,206147998,198357244,135969306
1,212197971,212416145,196569096,212086671
1,164764663,170455384,103236737,137524495
1,134376662,144632102,209691306,176731843
1,108305708,96521744,107876122,91234837
1,208666844,210595103,127825378,204168740
1,156451600,157443273,132809328,150210535
1,122165586,159187997,95949134,173713845
1,147398153,177581164,199948157,90460505
1,209037956,195541242,206226014,214249489
1,201408599,204543072,200445402,191635499
1,131559721,138551204,101727614,131009913
1,203368371,185170824,206667845,196340198
1,141924137,62457606,126731121,113199419
1,206568866,209182264,209196891,193092306
1,193164516,135354857,153562371,130950075
1,210259988,208293338,212796235,200522119
1,172933438,168523004,95478566,167048132
1,209698841,195314959,210419279,200004282
1,143492265,146688487,145976745,144878044
1,67476398,61353245,71479862,73207729
1,59841382,53619608,61278865,69524064
1,146477715,155622538,150059094,154710267
1,202843483,207765267,190555720,194906321
1,145505041,147936802,149050683,147282365
1,121415493,116240600,122207470,88096729
1,191129754,144338774,183153623,165327764
1,177763708,172605298,138850941,177969459
1,138121049,145612549,147524224,191552744
1,163538085,141948364,155952052,146910653
1,20490871,23738326,9805594,19823933
1,63738263,78559509,20508024,42121315
1,191246793,200505985,157646550,178898201
1,147320653,143678709,147120863,149577309
1,204975582,204969141,203109726,198506834
1,174204718,162771070,22760240,191649237
1,202608211,198033838,205758872,197821855
1,129327903,136068675,114371298,131023150
1,142407754,131479620,106623858,142369781
1,22166404,3946291,25796611,19478912
1,115212834,117304325,105543273,116816667
1,148061207,140993456,132809328,149678841
1,164744195,159240010,156322863,142590705
1,140600839,139913107,139121173,137663209
1,213000969,211556030,207186361,190549441
1,57126230,127600340,130416682,132844148
1,210320134,140957366,37500231,210271363
1,111715278,111559016,9620184,117480875
1,159369191,153978661,165766728,164481229
1,140998353,145023030,136475092,147864539
1,166401000,144423900,109343654,193230700
1,55924533,85101694,9202904,66742980
1,183974957,183715261,207263713,189980414
1,209444999,200017897,109497256,180511098
1,21748304,118871033,118937795,114673442
1,124775214,54177943,120756208,128539013
1,145189052,148353772,152354599,104609315
1,178503394,170755933,62908523,16929797
1,193455432,193342090,194290029,188765971
1,196356426,198047755,202980660,170469525
1,37163217,50860907,50633818,50218066
1,50216046,146663610,131473381,161436405
1,128688902,194432178,127624674,195559344
1,192948905,210810277,44982790,211251065
1,36418338,23455240,119284206,29512114
1,211720150,199986883,165215423,205653676
1,101566467,113763838,135861438,86417490
1,109525691,12895024,107666713,138657213
1,170486912,118129114,156370646,165087734
1,154770222,154291929,153656844,154291698
1,212149151,208741976,212866934,207210865
1,188941883,205302600,190304088,203850085
1,177400740,194384965,187583713,156211436
1,125901190,43002333,63816016,141380060
1,181607772,146691885,171732606,176283699
1,70309097,41586019,67022520,12851989
1,98938697,119961849,113927046,120530912
1,178591541,191809914,184022034,181394753
1,169380793,165818738,169244940,168298510
1,150118436,120259481,150687926,87957374
1,72667923,205962604,168350832,192927038
1,193856206,202878940,202404892,162803654
1,204656925,204541402,203114223,203523991
1,105342686,59108921,104886457,94014222
1,182610624,196230579,183748881,191500499
1,200250437,205562596,204898727,196992170
1,135899716,135912795,136651543,134418077
1,50645036,76312055,81831113,82324979
1,176965483,181113623,175794738,173403875
1,147501918,156443587,159456016,160869076
1,91703371,86914999,91703540,88867972
1,83794711,84754893,78978627,85110034
1,213873283,204289535,207360662,211470188
1,211532940,210343929,210419279,211259367
1,207704808,205282748,206349995,136598879
1,188346989,165563962,147663802,190545665
1,177472772,181796200,197540729,185409123
1,200016591,42310321,206565956,53380641
1,179880340,188782480,191617277,162234177
1,78388311,73766494,81062164,88560866
1,202186662,204435982,206021716,205082711
1,202865422,191580817,205416045,208531113
1,174163501,164362983,151754806,168549586
1,212728648,210943371,213885170,206372186
1,189401378,195743460,185922158,165102460
1,37519855,106802348,60417471,105782956
1,194763632,210535691,184460839,172937265
1,177991519,204993753,206349995,207788929
1,189834279,209793522,182677906,210401124
1,206150826,206197493,202128855,200310145
1,140708905,135183556,63853934,59948374
1,134824878,137022086,138331625,128176986
1,50306957,98034602,45166061,93414063
1,171778721,201703285,126804250,183718988
1,176747503,151105197,165236619,163457314
1,130151286,140539702,121071832,141079032
1,131659596,24156478,103352439,103205459
1,202091546,200916581,193086737,199850638
1,166375542,173618142,170125946,164322597
1,211441313,209165593,214467687,209447485
1,200682655,195806531,190159553,194081815
1,208679977,207348814,194361935,201324038
1,183404665,182106026,186540746,178635088
1,184527993,140838135,184401363,154796489
1,165299984,162129080,164456551,167923855
1,205823740,195696530,172517604,181152476
1,121087015,155337952,124062189,131082105
1,211290786,213325702,194678791,207210865
1,171171254,178504886,182585909,175423333
1,105933074,72076653,121915487,77227386
1,51167136,60480145,36570687,44183309
1,158431254,146819283,152568656,157892065
1,55347035,53128382,43338782,80111185
1,144804567,160075861,55164791,155884787
1,191177869,197242899,199377203,181056587
1,134521170,123915823,133247593,133516503
1,80614079,80215227,76325988,78097592
1,158132300,157951822,150959797,132975200
1,118415156,115642502,88580641,120392570
1,207911543,212414718,174610981,164322952
1,208979892,210566681,209568874,210566597
1,177617091,171750227,160834040,154499495
1,187446839,193970789,64356040,145750187
1,151680026,151043581,150391529,169964732
1,172641354,136467462,173867041,155047686
1,153574289,156382776,126799566,159866474
1,178699840,63542368,156370386,112857696
1,175942158,189087614,1154163,188818036
1,165995329,165669530,152459077,145066608
1,195290130,194151003,196123660,182653339
1,114505979,184800378,119863260,142501611
1,189834279,175884934,201491646,162018646
1,153408319,155201275,152045277,153700903
1,144083429,136317099,143869456,86479203
1,179260049,182423549,118309779,177355923
1,140241084,149540842,152226392,153173786
1,156405933,156264808,154594733,114124212
1,135784970,140161569,142907592,130185101
1,163143585,177484281,207800354,170720061
1,143161841,84277461,134732918,84740647
1,186060722,154234746,158758860,186661927
1,175152312,159834068,60700696,166871446
1,195310968,194942997,159186226,192658352
1,63951411,83061007,82829539,88053202
1,207555149,185838284,208366581,179056357
1,189457057,161280294,67385623,106901794
1,197065997,204813694,210434674,205826202
1,107745167,106176889,104855760,98169744
1,204420821,193318701,203387650,204383665
1,201990856,202167887,205303476,202738792
1,141704045,142754202,139242333,144536233
1,123492828,200794479,159565029,196599711
1,27581592,156511557,156674746,121566558
1,185378107,191643600,186601677,187324465
1,72476402,75732531,67485461,69996380
1,157734007,141374563,183008167,192405348
1,209816002,189496886,105379832,202424124
1,101645106,117787918,114589108,115072249
1,177856693,189875914,176619359,132832237
1,210324275,210307139,195597882,181836874
1,137692465,126466899,7731220,127629500
1,50518616,87272222,7532293,88436107
1,155178814,190413373,184040489,190413496
1,120905004,82879583,87762152,168686681
1,119859081,37705213,129964383,130312254
1,177062726,195358228,211438055,199470737
1,141872568,191896856,143266387,144746810
1,207379875,204635948,201984427,174360556
1,166189894,176958266,174863197,177563953
1,197018367,197430047,198112054,198413412
1,102911897,119138316,117634173,121187272
1,210638346,209869622,167942091,169525097
1,165299085,121788459,165989551,166181439
1,207787133,205463688,207989785,166892327
1,153315637,153180771,155695998,152644184
1,174738977,178442738,178619870,176290787
1,191063635,210535691,189301113,113963319
1,127555664,198705696,210389907,204163460
1,169557936,160708650,133316438,153563751
1,150495124,145712671,150291857,61063249
1,91698126,90318948,86338295,86242581
1,209625588,171900445,136018113,209429002
1,115215765,161309391,164528810,156320556
1,182033539,195286538,202880504,191082848
1,126733832,158012133,188264020,140467591
1,49645186,43073588,89424840,82665786
1,176979858,192887785,92166860,171963226
1,148816780,131666281,144314772,42180488
1,118025068,124089219,119073792,119704953
1,191669650,194650086,187526336,187918167
1,116262848,204186915,204169973,203163473
1,78256710,102143268,63853934,33724395
1,162180940,97766727,158609008,162760498
1,185192472,180556187,182664387,141816468
1,150855191,117971726,143441552,146410377
1,174547200,170490062,167089853,167261262
1,170331327,167153578,180369246,169136040
1,35501643,171872024,165711099,108024592
1,95709174,125970169,38737634,126671851
1,208107295,37095122,184952520,205648765
1,125554753,133121621,124434255,134008990
1,77367965,12875236,29181108,49487127
1,110984141,184605256,117824224,148352229
1,112431162,170378654,168635815,173223090
1,111357285,208927587,205303476,191631045
1,188237114,188162770,187743223,168840751
1,156798799,162009938,158184609,176974495
1,201210649,208154631,116759471,206744042
1,92921349,93464960,98078746,100283176
1,211964604,212414718,212468326,209720846
1,118024918,157957796,159018898,147757670
1,164920435,176105076,159834816,180781558
1,212728648,210506637,211553902,210375515
1,153023210,155664055,125741097,146207297
1,202086791,199885964,199923631,200671857
1,88871050,88305625,87750670,89174440
1,145206613,177072365,155594596,183639308
1,195195364,166575990,128643096,198336932
1,164951239,199725398,188248736,188856803
1,197865102,205362046,207001321,195534873
1,163786556,179706484,152902708,132799115
1,98797364,100939516,96274495,88386762
1,182210507,157278611,183408611,57042082
1,125901190,125326168,115822354,126827617
1,165858698,161396931,174451925,97971318
1,169913850,168678493,169642544,171702110
1,171794271,179546983,160595673,163602444
1,148084430,145923676,159383079,162246713
1,159910969,158862130,174781499,169116783
1,60116971,150239407,158432286,97077651
1,202891259,202885615,198316238,203185293
1,200681171,197770444,205133298,188977857
1,178520126,176777174,173597545,172266286
1,197194456,202002377,165652957,204675663
1,164517774,148136295,176462915,164936619
1,195740907,203984113,124429871,204681186
1,141569571,133369942,104759754,121266303
1,127508739,152240214,163249740,155694209
1,23202131,50397033,29181108,75702610
1,149808226,159163224,124295791,167583548
1,149754983,140954466,151249913,150210535
1,190546545,210745102,8495818,170229439
1,196262088,195092882,194223277,196688736
1,191878357,178156627,182252303,189416550
1,66524854,64509828,53716854,58147877
1,28656005,32643113,32940416,32829231
1,144024330,118523856,140991395,147116128
1,68016059,67904450,63449449,47601245
1,156138195,205902086,211733778,203136623
1,68756830,110101818,63868463,88425183
1,74782596,77781524,56846366,71545997
1,189083496,207400643,211780018,210838477
1,198463350,203215884,160553476,206003200
1,184145242,193184373,141615352,166734416
1,140128353,153066247,154237566,151539200
1,211199056,146629648,205412547,149181379
1,193789515,194678645,188960638,188977857
1,117329385,119020084,119756140,120392570
1,187170715,189245898,183620824,181332735
1,163320729,171361332,105567461,150730451
1,202027176,191242770,206536197,195491421
1,202257891,186046467,194171425,203412693
1,113983203,131274100,178047164,184441963
1,128335473,130659457,126062029,131338065
1,204823064,181799070,203709428,195882210
1,201929461,195817061,204042393,192658352
1,124907527,125042270,125741097,120642748
1,115195748,139434746,102928736,139777468
1,58245936,67123501,61343964,38549935
1,162714160,195809598,206547527,187634207
1,160144597,156115187,152189030,160147412
1,130511577,200602199,89424840,125443982
1,148668228,158335294,160553297,133297161
1,176971022,145274010,145504932,142590705
1,204104762,205863022,206558077,214939994
1,204646936,172510911,209955155,188112419
1,170594419,172591110,167677100,155146968
1,214229007,214228745,212332421,206910567
1,131629489,145936340,141620662,150151001
1,162798754,138402252,200386679,172528770
1,97734744,107343661,37500231,131112707
1,153812324,148604044,136555955,170210661
1,173439318,164917385,153562371,154940272
1,151957957,159932033,164973809,161435094
1,150909412,105583368,152778830,151173851
1,167233298,165572276,177303230,163326270
1,184098518,185134778,185136415,174848646
1,209369338,207694321,177398690,87238102
1,180484216,188162770,206547527,179294407
1,170350330,186565199,173710229,169418233
1,206396171,202325005,55307400,157932574
