compatibility,item_1,item_2,item_3,item_4
1,200686413,209497609,190436013,188737093
0,153550483,199970000,128151874,212839462
0,76765780,183999946,189691115,134808968
1,207938839,194769066,157694775,203774728
0,213056354,212076990,195880210,170941128
0,154490192,184538464,185936822,207065954
1,158885545,128212235,151556023,164687142
1,194168012,180062408,194155106,187582978
1,201598381,196163473,169807557,178543419
1,131705308,123394791,130147635,112127357
1,111093925,113425823,119454341,117015800
0,199321476,187661804,53078281,113897945
0,197153931,75239089,93562147,177819357
1,41642861,50705463,43219372,46078589
1,126383928,141958435,140010263,141782323
0,206706084,197307051,147446070,206707489
1,214201049,214013171,79041963,212930532
0,178614473,155153960,16574276,115196098
0,199371498,176467338,159151316,106733253
1,79168717,154919645,142539979,161081665
1,181700586,174899152,132570322,180116580
0,165775927,213466315,124184976,206268964
1,146861132,141857607,149321309,138129101
1,204910962,171174637,187399233,166834702
0,201929335,195178663,211362733,191554072
1,104309636,32994947,141906482,41160812
0,203221554,147835666,188261628,172914634
1,115228813,143448783,113751665,115201870
0,184931633,191056508,155715309,202275055
1,161953860,112003459,174610981,104665298
1,195851865,213410996,204696727,211573571
0,210638346,205804353,121572798,111832838
0,200614178,173387649,156581426,190570956
0,129899487,201177320,187174658,197296160
1,62591395,4257312,85222470,87508109
0,208861516,173543476,211966389,167696857
0,160027314,142486494,196222989,195394560
1,44613420,53483522,52674867,34487006
1,128091961,47195839,119892988,166271922
1,194318696,194318524,193110199,194318486
0,176728448,200232155,164437107,211150615
1,80067796,84416827,75158018,73576542
1,104476553,105064367,106537482,105551486
0,199301399,192597394,115303949,135959068
1,132534858,194577293,128019484,201181970
1,123074795,126716174,151688918,127108460
1,190390678,174459307,157939550,190505962
1,209947567,214820428,188977938,214340591
1,65215154,65474091,119966298,2885019
1,79517399,71546002,80515088,77268304
1,210507543,212739762,196569096,192660219
1,180818375,122015860,65458798,159947663
1,184612826,202738823,186773988,195560194
1,101420317,31569763,3793521,101376783
1,164421232,167013501,167958001,135546203
0,201469645,174563903,138290103,193645361
1,192240337,191972862,178775360,192427709
1,209332608,196162139,209168745,188803082
0,215371072,195568435,113601205,187339812
1,141671549,145294843,86371046,128960942
1,166966121,164988458,13489457,69918526
0,201679781,173184153,210013680,210269525
0,77899829,159033894,13251942,205471423
0,192131305,213186982,116929247,166298193
0,145034889,180936629,164847327,211212226
1,91613499,119320148,113256979,133508190
1,115272782,123491342,122435201,125295894
0,160633217,196300750,155279458,192969187
0,150424790,114162753,121494213,191498933
1,154603644,153703729,121572798,140958602
1,153039380,209514290,177505720,189825287
0,172344598,212478119,178294363,186300036
0,174355104,206186704,208917238,191662641
1,167843452,86164334,151274054,203580759
1,158495034,178473680,170355567,157195547
1,143389419,154880877,163319558,174423129
0,207656544,200505985,100056678,147687590
0,188364723,64192798,180629225,197105190
1,161356517,161956360,164565763,100749159
1,208649930,180654667,206801003,200298832
0,209584172,188147101,72897232,209481393
0,187832050,172574226,167983125,213416238
0,177054239,147987747,141238107,187982769
1,138886553,40266019,31083657,166329246
0,204945156,119386851,4397964,73475756
0,185957445,204845698,203388090,203636956
1,160969970,183395437,178799388,67502141
0,190624055,197195508,185409596,112060978
1,206138051,202246335,167252987,203985556
1,56362157,162886279,168985603,176606780
0,211893743,144744916,207946500,27604553
0,180144228,206285724,86545644,194673141
1,210638346,172515865,129081450,208184934
0,157912285,206492552,80124554,213810110
1,193146341,163669039,183378741,188161594
1,195464459,204269067,204641014,203976074
0,189091389,187519395,121099166,171810432
1,86380036,83240933,90588168,89765040
0,56935191,132254693,82071323,49482909
1,211124792,213708660,205648565,211706241
0,140993217,207401976,118049785,74561692
0,204902753,115530191,196124307,183609192
0,161117276,170070690,212185899,204624368
0,133792343,206338762,133375738,193577712
0,181939618,213733149,126555847,184915140
0,94617779,189944705,169046607,179049884
1,133459904,139822819,138290103,138788675
0,177991519,179137915,197688963,191861359
1,123424673,113647896,99632619,121898962
0,182494910,100428043,183247416,183826362
1,159051658,185319981,46402294,185314980
0,204975407,188113299,169896431,47585035
0,206453483,195737834,3241443,192632849
0,203692759,136218370,187307532,27953586
1,172147014,186204979,44114982,77510956
1,173221745,168571611,176317729,171142714
0,204303363,119021702,207497455,193044307
0,207007174,213346966,186988569,188326140
0,206531178,203154762,213394260,194011366
1,204723795,202899916,194379737,204723379
1,159938702,162044461,162312794,146332484
0,215020949,199720717,197751266,195340662
1,205181822,209862741,199892015,209921819
0,200086105,153857170,152998750,174423129
1,127820813,202401254,46848824,187336641
1,98910635,73758653,71925687,68548024
0,121673597,109490714,160024333,60312517
0,189892126,202324811,100886839,174692205
0,206389196,129879974,177335639,196777567
0,203893624,163176501,150419654,207799718
1,200879611,190901485,185349059,196732657
1,200245314,140990791,200095068,184235676
0,155157012,53038803,207078519,192558827
1,131420957,141000786,143852448,203933556
0,213242571,204121640,203387236,202775712
1,196604814,188336271,196060435,177446588
0,207007174,137047387,206565324,210471160
0,188632218,160827791,114134990,166554718
0,176672668,208961765,141615352,180022816
0,204091255,103104921,204103833,143179325
0,166242589,189553159,138287642,175119477
1,155897697,150590041,114257432,126883723
0,122589443,201173634,214575072,206005381
1,112942848,113471011,115281770,115554169
0,211601573,214047451,167677101,205826202
1,194249134,196605605,141238107,139507195
0,133811767,211838097,211631348,207351421
0,201614366,177220075,154797660,195511358
0,156863449,195518287,168545636,206194935
1,139111105,129092408,140392382,133108529
1,90729788,92428481,64080343,53882541
1,187147430,185802354,186601667,178623694
0,195611075,203500825,193467731,36777794
0,204041601,200803565,194552932,204716589
1,194916743,126773775,14392861,127937096
0,121298028,178762033,187718274,133268745
1,190279032,201201124,199668793,196846275
0,160420501,213343566,203882306,203446983
0,152241775,126594719,194134924,209213286
1,82443051,154879704,33841594,64091620
0,189611605,211141251,172528966,206478791
0,164199486,207869589,168932681,158353681
0,205292975,168341300,184799554,210956251
1,183978290,213811620,214926639,198509373
0,204723795,143630134,198691104,178813949
0,204432988,186168969,193140851,214760917
1,163081155,145942258,159668735,163679375
0,185844331,151784662,151772829,78889850
1,173710283,168559481,159031689,173179275
1,117339903,120710726,97140607,116864465
1,208764380,206074027,207002599,195145062
1,187570563,189122825,186039217,188814123
1,203008051,211555519,109497256,211521416
1,204481257,204510429,145809785,201677082
0,182508412,205022450,213543814,195932170
1,170317363,182845903,196976080,80737450
1,47298951,35576843,35284926,41927196
1,147587197,154831085,152148963,180202447
0,208654587,184933527,182677879,193027735
0,171877865,110653878,112602789,191884664
1,99017415,98873598,92860597,98321751
0,174381199,187838228,52008465,130014732
0,121707231,37496899,138203223,117872033
0,214057848,178955984,127877752,209983585
0,194004596,202238076,199892015,104424511
1,123660680,191111515,162041766,187392949
0,159528451,106412706,165727927,184286001
1,188954785,200769662,194859469,207206144
1,162504637,187415425,194379737,197163796
0,197569727,199559272,115558299,207033777
1,95995613,118271398,88136653,118133081
0,126199704,204296103,212856941,49487100
0,211075261,199265911,140707032,201881199
1,196270089,195990956,185943155,196267012
1,200350529,197342872,194883650,176993998
0,199927465,139426898,165233320,176713978
0,199929323,54709475,192553363,205813444
1,213467581,198268212,154318918,201718536
0,172481582,185172813,192055613,201890557
1,154486757,154210574,154762387,154809993
1,138099347,201814626,19851657,111170369
0,160105387,197532295,188820066,181637691
0,123682079,147322908,179999393,206616694
1,199890032,200906978,201389736,188597817
0,180615324,129744039,164301270,212004985
1,105190155,160419706,99720046,143870699
1,176682288,183077401,176773631,181732574
0,202108842,85929558,215096027,83657862
1,208856053,207721026,116929247,207037321
0,152658789,193355244,116513418,53882541
1,112646863,115442177,107839526,60561413
0,100344935,166396437,195264534,104615957
1,203493594,203773427,189477273,192718170
0,213381316,198510062,169022050,202373524
0,171931354,172914415,56647869,209018511
0,73999256,84704412,180036704,121592571
0,191517896,146049454,169020666,211491913
0,200537229,206218690,141751387,126390499
1,132841100,126865253,127625234,119187682
1,182651121,14855520,205441849,9622513
0,144308408,134691478,142286770,182535878
0,206915401,138220924,160719953,173082981
0,210660858,205352556,199923631,178674426
0,195192842,185296567,68505948,197609149
1,209279100,167700629,206564053,205539094
0,131121959,172318461,203470922,104665298
1,185660580,195499202,180800745,195524740
1,195135398,205282331,195676547,191963601
1,66157751,38399697,64434172,36777794
1,124265274,121719882,15814483,65461843
0,184195161,189760692,120676007,205143695
0,117914550,192690145,204645900,208603532
1,74171640,72947999,62990782,78075719
0,171696517,61184318,3793521,170538453
1,77282796,47795415,76821402,49213997
1,212149151,190546540,211182431,213458656
1,200253605,185739750,200248864,141926948
0,204823063,203858581,213955588,196732657
1,208468550,212356281,209734699,209808819
0,206684356,212087148,69048947,208267651
1,65501228,69453427,64591603,69599591
1,188640801,192351342,192068944,192584864
1,125551638,212090364,193620268,205101226
1,78262674,78516068,78117265,79829159
1,199856306,163113520,185545551,192409451
1,149630546,212197744,196065595,212232244
0,122715243,209532179,110685134,210471160
0,166966666,195545670,53517849,174969809
0,186812935,183596730,161911420,192356452
0,213937560,195582187,133345080,194643553
0,134387137,209212032,158855069,134638516
1,202385458,203219302,83555646,190769700
0,184069610,192351342,192247119,180102318
0,180236001,86907471,68567686,209174065
1,113517677,197976154,165233320,163586579
0,180101586,213471851,212844190,208704162
1,115201200,93012794,110789206,111949710
1,210969061,188350750,206447443,211362592
1,149086588,165781705,165781887,165781599
1,191404130,200129630,160024333,198105525
0,141458284,191285914,208461153,158772380
0,174791670,119988930,127969764,172912757
1,60778191,73674579,67087194,72131928
1,49041759,44571383,58177803,55721809
1,125505700,111701438,102929606,46703243
1,204935867,203308990,206825423,205885004
1,194257911,204492765,201455078,204940047
0,209174682,143802624,170904692,89533868
0,183077229,91209892,143697682,103237881
0,209365987,184102168,206447762,178763112
0,71364144,195770067,133459189,203578321
1,208098135,179269683,204849529,207808473
0,192400133,178469968,92707156,96361303
0,122028986,198211473,181251476,200822644
0,183503872,193885896,191064755,157766061
0,193796412,215277709,111491079,207211115
1,194983677,169599739,187718274,187260625
0,170880970,172457010,209320863,200343031
1,186037609,193614378,194187784,181353609
0,209520296,194048516,148482437,161416376
1,144736101,150716652,142286770,137694409
0,141680828,195164229,173978633,206790100
0,145188941,209056319,186582314,51722520
1,77355409,77169795,71007312,75694809
0,159463223,212907656,140295469,193479520
1,197256543,154743029,195665362,171519752
0,211284971,210717480,194795050,169791121
1,153990492,145096419,7300145,202246588
0,215210455,193349808,76230111,176976043
0,204891079,212962666,84302276,168179943
1,198206814,201800422,210447072,187974581
0,215037754,179067062,194883453,79628364
1,161935834,166525387,157160766,164126450
0,192954070,153531949,68532028,213578576
1,154437379,157657238,150384187,157649626
1,99923242,117388716,183166706,23434915
0,183886119,162863140,157095311,106950935
1,194082050,206204126,203470938,205058097
1,211353619,194289698,200202163,184286001
0,194721623,207095030,210547941,133516503
1,141041814,130301733,139952034,139287678
1,192793378,192322882,185936806,171991752
0,165083829,110717311,133988124,205155006
1,4674477,3203858,24169161,31096296
1,177763670,176845679,162640444,178074536
1,107784642,115780869,113266913,109042133
1,180759503,179906585,165233298,154937089
0,166495387,133327568,95902592,204982780
1,173302016,164779045,201157307,205367954
1,209925185,209830062,193824639,209830079
1,202807060,204392893,145809785,203168296
0,144736101,208076511,212626107,49714367
0,100459835,203446209,202429818,123656518
0,98021275,143701863,125504751,201893808
0,169220494,205651207,160813640,199522628
1,155869691,157383353,146832832,156532515
1,115815468,112747624,116387674,118603876
0,211762574,184797196,140363374,154483526
0,212964417,167876668,206126964,206780505
1,196983775,188577387,194883650,192581617
1,192574495,214049961,212626107,207991560
1,186263060,188330358,188762416,195902450
1,73519266,70999369,70626735,73021724
0,96961021,195601119,183280024,87952805
0,197629708,203886314,190298728,193779439
1,47270149,49200684,51852695,48752340
0,127826565,201905119,104537950,145948495
0,214985972,141014079,123140382,208846890
1,206907175,211967519,210426620,202169736
0,185099561,196656733,181015615,89731462
1,158673674,160147658,153155641,157516112
0,99417894,209176444,162223944,201480472
1,211021216,209246784,211024336,210303388
1,205226079,33413366,109324353,7888099
1,15079238,26038482,14556471,14430215
0,111664650,191702907,193456562,198078007
0,204176913,116131972,176114807,157456520
1,56028562,53693621,55397429,54812202
1,13328619,11232364,11302534,12188780
0,114495940,146256651,78182231,209700856
1,150081706,154086168,80288008,154303465
0,112069335,112653833,196780559,154729751
1,213448924,177407753,213114887,210923709
1,156575288,73758653,129656441,156345814
0,199129319,61485467,68644403,214699402
0,106069814,172519599,206561799,208035084
0,213989404,208927587,215513855,170074149
1,74845533,68187372,71325042,61334595
0,159798131,168571611,213814977,101313763
0,183538662,184943381,213683373,99673751
1,106770444,99551093,113726879,101270441
1,194233408,206322735,205616385,199546561
0,157050886,122356831,170464880,96022669
0,178436968,146174982,191435078,201485638
1,179846192,205858794,206126964,205367329
1,111981461,95655285,67036858,116578956
1,188875844,184195884,189550193,189753332
1,195934369,192162319,93562147,160829392
0,146588142,197844944,185157134,152397671
1,201532439,199444353,201459999,206532131
1,207597503,210546340,210547941,210545502
0,200929421,211395954,102487190,178173114
0,209677413,128946968,182077505,161989078
1,48585911,18385766,34109288,761682
1,213023427,205416233,188261628,201291074
1,196151265,181027074,192882961,187961425
0,184069171,138609221,119892988,195351852
0,204663625,54467118,195729907,182233374
0,144888137,204628965,80288008,178260005
1,18270096,75714579,73455078,78468206
0,126433206,207720883,202265358,209502939
0,201666981,183846741,34109288,137688293
1,109862488,99467335,105214459,104424511
1,175189339,196104095,127825045,178131852
1,213511813,208741976,213945096,214592124
1,131296932,149737226,156935628,87788311
1,200311543,187553882,197960794,2999624
1,194282438,154121217,184116387,154120995
0,204740053,141810669,210419279,214768658
1,204247992,208637874,190829137,203920446
1,154687717,157408801,159397152,158781119
0,207243964,104032713,163435687,90105968
0,187225322,211503780,130147635,130325354
1,90132729,181602769,188638670,151872885
0,192365766,188050696,63589262,125978014
0,204131481,201885794,173780408,212012722
0,108373225,183361671,77524646,210826772
0,177991519,174466352,84498318,213408947
0,209683246,118883110,6501864,192306387
0,187582783,209927247,33884460,186626013
0,166573025,215506052,193110199,204066405
0,208874400,185742336,186773988,179026492
1,142430119,132704981,95399191,140076171
1,184675051,172786845,173226114,183151726
1,176796250,165479425,182198050,191134976
0,121926653,201544142,86194367,194011366
1,158718960,159049503,151772829,170283938
1,69316831,68674292,67059624,67801643
0,209162282,168837945,203470938,56992068
0,148632564,170463302,120368439,194655297
1,147398153,177581164,78182231,90460505
0,144756612,209514290,58088338,209151302
1,203804963,201156286,173003255,195299666
0,142593193,131478090,190492367,192399016
1,169194192,164081310,87292421,186064613
0,119726732,208741976,75168675,207217408
1,127458310,116108137,123140382,125601803
0,190541584,215078961,210419279,195132037
1,73653208,45691229,72897232,84029192
1,167069559,178831647,213586059,167470939
0,204518740,212008917,164407006,127487095
0,199145249,183050996,167699777,198079048
1,164877666,195700828,154697230,207838791
1,182574434,194818001,157095311,191641979
0,196134075,195955941,174844088,185402068
0,178155712,157711639,204583798,201891088
0,174881049,86350144,120236262,181237556
0,191062997,103797064,162062652,138053977
1,175184131,171494813,173978638,173711734
0,182064504,195568435,65458798,191437282
0,181880857,184707670,150970018,184235676
1,195885158,204289363,129774653,198034574
1,80700109,85718292,84302276,85718508
1,191338122,196970676,190536889,191319256
1,167161308,184169257,179301065,184007518
1,180465465,181069684,182300744,185308631
1,54997491,51408711,51072458,53940707
1,179031651,193217027,192771432,191321451
1,203783358,198859318,181801987,205033697
1,181873612,157555738,182677879,183639308
0,170704421,58836611,161625615,148310515
1,40174617,64342485,52152090,62987607
0,206198420,208715103,177263574,159211435
0,191641629,196644733,13868276,102162482
0,205022147,196152756,130644186,169194363
1,157877049,163780285,126230192,170222954
0,207264707,56051523,185409585,149270234
0,207322866,154829554,158246763,138021473
1,75104112,75604057,66753639,75603904
1,185482825,137786349,211189918,135334529
0,208805613,166122781,112606815,154617569
0,204134261,144556795,202128965,208269445
1,203116108,188210187,187721103,191528720
0,124484909,176959861,157692277,127379115
1,175914182,154162964,181696609,181278063
0,176936176,155552883,190889340,124756566
0,79075436,150371878,176773631,140993761
0,201852490,122249720,210419279,134717372
1,208152780,210314588,209998885,211162164
0,104334170,205638633,202128855,192401231
1,162127233,167374397,157966443,151573488
1,113109347,120454171,118496150,104385916
1,188104693,186380417,189703648,187790481
0,198700213,188218965,64591603,206687875
0,203427857,117708620,153137766,207037321
0,133259144,202263095,175468194,202326028
0,159186729,209488922,192445052,203176684
0,215210308,177321910,193109885,171928897
0,115940835,105671902,201240658,118529231
0,207958000,200128845,131176381,170141585
1,184390316,181986659,166052121,175918870
1,206453117,183205651,175777502,185169668
1,120004557,119113285,119965295,113448011
0,204590503,203886210,165781887,205696760
1,98066034,109616817,105998533,77280975
1,206663394,179670223,206994342,129525041
0,126527959,214374799,201491459,152291663
0,207597503,172352711,97431836,42180488
0,65090116,208729591,148615678,195895992
0,115201200,174702862,186517292,197498651
1,68956261,147322908,178165399,201516887
0,196356868,210089337,9644729,209173450
0,211882649,191622368,184457859,166627266
1,169224277,190478332,188953213,187982117
0,205352245,169737213,192323907,136945901
1,185863201,195884163,147582750,193781982
0,209426191,208429045,16784542,117851203
1,171999326,187561855,186678530,186075875
1,162223915,122356831,88308339,194302044
1,42219137,49577341,38790394,48680804
1,115290832,107181065,154182910,89855250
1,196210383,194047309,196399260,194998567
1,95846249,91303889,112607812,94793968
1,167967668,167451870,202128855,195775735
0,16426859,211893354,191694407,66192881
1,189090952,185767506,201728998,175584391
1,175295945,196375847,165221051,62900359
0,72621498,183946107,194155106,208092435
1,209351419,22208222,205947252,202623837
1,206904548,211179313,205807240,201480472
0,209804649,153698562,194918735,158152723
0,41481672,207205439,143945870,152033698
0,209241357,206293233,141407746,208660765
1,169604399,168372520,168932681,169253274
1,184510351,171576246,193133187,200223130
1,196065440,204372929,190492367,205441556
1,120267508,146833067,173780408,172725196
0,187601158,66677485,205019704,174638822
1,54734217,42058283,53517849,54736878
1,204172837,191110442,143855311,173129941
0,205205608,199551935,4011501,191297674
1,209338791,207095030,210547941,174337406
1,207028098,201497503,207349095,206478791
0,212150469,165031882,213761393,209136780
1,154848428,154475680,184263551,187982769
0,188954785,171174637,197682232,149679306
0,154504605,207036697,192553305,165781599
0,190480160,74871071,77096071,111471448
0,93939490,201642288,204410020,144423927
1,76072366,136473964,130482958,133516503
1,162996731,101135627,117877491,195873414
0,190147466,207252252,208898297,162414400
0,153162893,104626964,173978638,210476309
1,152088580,147987747,150251549,149890724
1,179581025,168717418,176702640,179096908
1,181452016,189918501,115303949,144519840
1,165016181,176985101,190300966,196574702
1,172714931,172713824,172724058,172713269
0,195943669,178559314,169020666,172070673
0,170659187,202546721,172004984,170997623
1,93157747,201519408,204183178,201653854
1,195475913,187163397,186678221,184403852
1,205356898,201702942,200957054,191568900
0,207419121,176853110,195560642,184248264
1,192198769,178559319,168679648,209336523
0,211628181,173207050,208898297,180102608
1,198592916,165042769,203472685,167267835
1,128147914,128430372,127969764,126440136
1,53846605,86998353,89627102,56968193
1,150407048,151043423,153814537,158228635
1,65590693,172305526,154021864,152882443
0,207833370,163611974,206683100,215209491
1,154532719,152359609,152998750,155131792
0,192078202,197937361,189977167,199490366
0,203669213,164561052,166675908,61057470
1,179787935,141444328,186582314,196574702
0,101279079,122163202,205820989,174131198
0,186796132,69723106,195802970,195521179
0,213253242,70395983,77021746,29538257
0,209858049,198508899,142138982,76284868
0,168590262,191086949,58177803,198472134
1,177815501,158184817,177480762,128423285
0,180054828,191241262,193930121,185770639
1,87081117,85468147,91226600,85184184
1,177059387,215493081,197099128,209990547
0,194234264,167531587,169045975,206233572
1,72388431,213995011,167165423,139354225
1,62067444,189864099,176242093,188670967
0,204911329,112747624,160172420,136713486
0,182574434,160787570,208582613,206809631
1,52439546,188480348,172444603,186152059
1,205334268,211543881,211257579,205826202
0,166604491,135366068,73046243,99486249
0,166767395,157449261,74383344,210454502
0,211086550,204896163,208342115,212554260
0,215229860,196317417,51852695,202761324
0,174099433,201088160,78802503,170433886
0,174071921,173886310,145809785,134418196
0,203532895,209817077,209967254,203391315
1,193359416,197502662,207263713,60090295
0,191401633,212794818,200919215,182529955
1,214787593,213427138,214575072,200223412
0,181796287,158071516,108057888,208652507
1,207707308,158844938,207140961,207341373
0,184065300,212415930,210426620,207617148
0,194768292,98873598,159049689,207682210
1,210863536,212093696,212046288,210435424
0,210466372,187956979,145065201,209194431
0,208750218,205232308,210419219,199814213
1,121876228,103624981,108770479,101127745
0,184199865,184044769,14556471,193313093
1,208288704,213747059,212770711,203513658
0,210346373,153715283,150854175,92668539
0,198592916,191810344,159239327,208162118
1,159910969,162943117,166675908,163787702
0,210543227,204979072,187405447,129366857
1,62156052,132959168,101711354,22883062
0,204265427,195587472,105465417,119601396
0,192324541,153278806,114575545,189055955
1,171134915,158864355,165233320,170283750
0,163142415,212868723,174689150,179916410
1,32455935,29991785,33884460,43158253
1,125253010,118876288,120656841,117624686
1,97205267,104769127,86371040,85931830
0,204245787,202284476,119150286,173588466
0,163138283,211227539,196569096,162209269
1,94255362,96636273,89522921,92430035
1,206941043,142952528,172123537,204582465
0,201729732,204302917,171913502,203527526
0,196288491,197868899,152998750,195032614
1,27041022,141374833,9070114,30187890
1,96729354,93241359,94663777,77990424
1,172147014,172847311,191623135,91948193
1,32904859,56449996,54851829,55309323
0,195777227,178673553,188762416,189407410
1,169337252,211507315,209334172,206215343
1,30736254,20573268,7765544,9370091
0,181401144,79476665,204642790,163519035
0,178428938,66018435,194582206,160694811
0,157341149,192096306,113417263,62987607
0,190121621,215209233,193246381,199787757
1,183249767,199720717,181751347,169342591
1,77508291,78890228,64098376,49482909
1,65725798,65435899,65048299,66541453
0,182844338,203761515,213232634,163550824
1,191506020,187974453,185855160,184581801
0,185260722,205346163,147024925,168372734
1,124467236,121243911,122164024,117522408
0,160985850,192857122,206279004,164445431
1,114530072,112870158,94999690,116803778
0,203209704,209884520,174039298,175570422
1,201384655,214911161,191683309,191226227
1,90218720,90017122,93451517,67787166
0,201526529,172517359,193620268,136322918
1,199673258,204821205,203776455,194808860
0,210638346,157073481,149893349,197401524
0,148821198,212060899,211155187,191701522
1,89871043,95224045,25029614,96294430
1,193081740,199146525,189549673,193970754
1,185363142,200089416,181725282,199769821
0,213505256,203885223,57720370,203037161
1,177522465,177427452,176645928,177522398
1,188379161,184596570,186193811,186767710
1,203010475,210769606,206505311,192969187
0,213086395,211237619,205441849,214614949
0,202025612,155592296,180259044,154937089
0,205196445,181237504,189058913,163639695
1,210280824,209564910,209941375,209941753
0,210454684,207224296,131876985,128103039
1,174697680,208022685,16706001,202758890
1,115156967,98797078,9644729,40075767
0,28528682,160782027,198388433,147923453
0,155273630,174470199,188638670,82755532
0,201181660,197719659,211309618,47992002
1,105346807,106211344,99469904,105930869
1,194107542,108840796,129375319,155408840
1,188966393,180259335,188402573,184310737
1,197975637,207123731,207343764,196728569
0,134691092,198752589,35162829,177434209
1,72730630,79453776,80124554,76079048
1,105465833,119397527,89743690,113720013
1,47814328,60799193,61756906,56373179
1,185529730,191403405,193133187,181237556
0,189911519,191892178,196424044,192427709
1,75104112,82217792,77057364,80788975
0,141087974,205586897,88298252,213386365
0,164175602,200738460,72695884,113199879
0,194643891,110101796,145689494,118704130
1,176740532,49364294,141838737,139241689
0,174827248,193291165,180584087,204458906
0,100357374,176125816,211726771,208626557
1,209816002,211045708,181801987,210647082
0,201366587,50447332,186039217,107708969
0,65640932,212242063,157616522,199966675
0,210445809,155619342,197272660,142458783
0,207754548,208692225,185919671,210303388
0,116938949,210303320,194424545,189576014
0,161740820,106378677,88136653,213554048
0,210286349,161568039,53360713,108663214
1,121726876,121026006,113100457,104256666
0,165688631,207071730,129375319,195892991
1,141928058,130876461,135604723,140959232
0,207792788,75743066,176242093,210596404
1,146925504,155153960,155728727,143216512
0,183855339,195499325,135939350,194708105
1,78599516,73111991,77096071,69093354
1,151508124,166642256,125361994,163437918
1,203017192,173627610,205750787,200700834
0,132009244,131052215,119892988,202169901
0,49032725,197785050,140690456,160093036
1,113749534,108704392,137381407,110183291
0,93224918,187315686,192562884,14813416
0,198289861,207943110,155458606,204256121
1,6516822,4957425,8139101,8449029
1,93992710,191056489,209345765,211978861
0,66057559,184942165,168000646,32127368
1,128091961,204827203,119892988,166271922
1,98277408,63823165,17524591,89039753
1,99596387,67255216,105542978,77133423
1,195902399,192784057,194470149,185063887
0,179943292,201262455,191773760,177040798
1,189677431,183795216,191644560,185154923
0,131342815,206821208,189703648,137818184
0,179554171,129514157,210447072,209666010
0,182113087,193987899,149321309,211223428
0,193061003,183522979,192662905,212575213
1,180496946,191702907,122054152,161602421
0,174047817,213837593,188842352,151575420
1,214681163,212872338,184599077,209306971
1,203280084,205037886,190304088,203347040
1,148708755,183730631,185293541,185954202
0,214991554,212559698,125075939,202062227
1,72362845,85451160,79041963,71952466
1,75556564,67700522,77096071,75917222
0,206645122,149082682,33543651,165520334
0,152361162,212900881,162312794,53940707
1,182660665,174145673,183032278,145948495
1,151580610,148846175,141497056,148846338
1,113935182,119092198,123309566,119767389
1,125568102,55216962,74383344,141079878
0,188805376,211913356,161630546,146784222
1,160142461,142879906,171140159,162410864
1,112719927,116136756,113751264,117364813
1,191333612,208673999,212185899,194094243
0,205942298,213513399,210544142,193744383
0,204627221,81109116,162041766,192066630
1,197505426,190313243,207030422,206527566
0,193553137,179558144,192900766,151555658
1,127468847,140228485,136966864,144430640
1,76860479,78911205,68644403,77256797
1,82443105,86313622,157122377,16409712
0,122037303,136816097,202182970,132596055
1,125766446,113629384,124184976,130272990
1,145621187,172207434,169022051,161233346
0,178375444,102271084,207666648,206063842
0,189436605,139909204,193457235,92579171
1,117781516,96296981,117127878,120369368
0,207551204,121027288,160168037,209064701
0,194137867,177856911,181725282,156767526
1,124921177,164341729,127186090,55819885
1,144792208,211084967,140707032,97889341
0,183968995,203213315,78511641,163064939
1,191069203,143685300,169021584,200139770
0,184740920,161431516,194859469,141789192
1,67021472,135670583,67607386,67539160
0,174769690,186199526,188605259,81121143
0,151553296,44571383,155556162,204093697
1,206568866,195983434,178797625,211951597
1,207658213,209530209,147446070,209658862
1,157432503,155686418,133375738,65832301
1,163337158,192361371,191773760,167261240
1,182880615,203208828,21228740,196153002
0,91257363,192246151,166935805,207607469
1,192528116,199950464,199951967,199770266
0,205570629,200842342,199166289,63300889
0,207758606,134462887,191623135,108349102
1,177991519,156381836,142716989,174816216
0,213902466,213940788,129479868,209856035
1,165829805,199559228,170640334,212384710
0,189802327,108756909,76148493,186314771
0,121193573,140870559,199668793,179697266
0,192663252,180470263,180259044,27520952
1,166403052,176166552,160921538,137997774
0,149804877,111676032,161617671,192874895
0,146285250,194408985,192975261,188782364
1,193030336,211881854,212844190,212170088
1,88674532,104232612,110677576,99307137
1,213253242,212949500,212837034,213243001
0,208133372,119152687,53869625,166958247
0,176653760,137077255,207343764,133258865
1,160216629,177121838,91356396,101879877
1,197200563,211507878,192064343,209622664
0,194821143,206299742,19851657,196946420
1,183279101,176675943,161625615,178440937
1,191860228,198098920,198746104,198227036
0,188277595,211179313,196016756,141859861
0,179576665,71287500,166471461,108529787
0,201071911,141199466,98210952,153473468
0,167353981,193827650,157691032,195542022
1,181672975,183679096,183809722,155152584
1,134387137,144678423,145580195,145585684
1,123282118,129922199,130886290,118422240
1,209998535,213466315,207510916,203507505
0,191311255,25009729,58177803,195521142
1,73999256,78244212,77057364,77529889
1,204639793,197418396,209555110,208626557
0,200294001,209921511,186707409,191285147
0,209768330,208139760,143020694,109122737
1,79838302,214320109,196424044,214321243
0,168633086,164269466,171819167,209548210
1,206469058,201990509,206891371,210232487
0,194130725,214603189,118363168,64084102
0,158137442,139263930,206994342,168677327
1,188309577,202167228,152924841,187521863
0,191022785,208442397,118639026,210661745
1,208750218,210089337,188847265,204681453
