item_1,item_2,item_3,item_4,label
91161597,201267156,191435078,139505583,530
201270643,209275362,191435078,139505583,530
201270643,187341093,191435078,139505583,530
201270643,80788975,191435078,139505583,530
201270643,203433753,191435078,139505583,530
201270643,201267156,145580195,139505583,530
201270643,201267156,133459189,139505583,530
201270643,201267156,193806282,139505583,530
201270643,201267156,174100841,139505583,530
201270643,201267156,191435078,120848289,530
201270643,201267156,191435078,192109137,530
201270643,201267156,191435078,192837686,530
201270643,201267156,191435078,167626231,530
202438536,209672235,170640334,209173450,531
203595781,209672235,170640334,209173450,531
142125850,209672235,170640334,209173450,531
44156226,209672235,170640334,209173450,531
180576466,209672235,170640334,209173450,531
202438536,160051121,170640334,209173450,531
202438536,137022086,170640334,209173450,531
202438536,109133062,170640334,209173450,531
202438536,127473922,170640334,209173450,531
202438536,209672235,147524224,209173450,531
202438536,209672235,207624559,209173450,531
202438536,209672235,201905007,209173450,531
202438536,209672235,202014524,209173450,531
202438536,209672235,170640334,190229206,531
202438536,209672235,170640334,213495720,531
202438536,209672235,170640334,43386969,531
202438536,209672235,170640334,163023059,531
166648954,197489893,188170017,187445057,532
81506359,197489893,188170017,187445057,532
186144540,197489893,188170017,187445057,532
209302263,197489893,188170017,187445057,532
141382839,197489893,188170017,187445057,532
166648954,211237619,188170017,187445057,532
166648954,141346708,188170017,187445057,532
166648954,38274602,188170017,187445057,532
166648954,178870741,188170017,187445057,532
166648954,197489893,60423411,187445057,532
166648954,197489893,193865425,187445057,532
166648954,197489893,107114098,187445057,532
166648954,197489893,110653878,187445057,532
166648954,197489893,188170017,198231285,532
166648954,197489893,188170017,187208406,532
166648954,197489893,188170017,181447426,532
166648954,197489893,188170017,194915322,532
210280824,209564910,209941375,209941753,533
210280836,209564910,209941375,209941753,533
201581854,209564910,209941375,209941753,533
160475247,209564910,209941375,209941753,533
17041692,209564910,209941375,209941753,533
210280824,170902912,209941375,209941753,533
210280824,166636527,209941375,209941753,533
210280824,189680348,209941375,209941753,533
210280824,159239327,209941375,209941753,533
210280824,209564910,180293838,209941753,533
210280824,209564910,160398321,209941753,533
210280824,209564910,36933815,209941753,533
210280824,209564910,194223277,209941753,533
210280824,209564910,209941375,202731246,533
210280824,209564910,209941375,207277829,533
210280824,209564910,209941375,126668982,533
210280824,209564910,209941375,197108755,533
154437379,157657238,150384187,157649626,534
193936522,157657238,150384187,157649626,534
186229128,157657238,150384187,157649626,534
108651935,157657238,150384187,157649626,534
183290842,157657238,150384187,157649626,534
154437379,177308163,150384187,157649626,534
154437379,144659428,150384187,157649626,534
154437379,100058394,150384187,157649626,534
154437379,182757526,150384187,157649626,534
154437379,157657238,146705254,157649626,534
154437379,157657238,114664468,157649626,534
154437379,157657238,150305655,157649626,534
154437379,157657238,166967438,157649626,534
154437379,157657238,150384187,185216616,534
154437379,157657238,150384187,188049680,534
154437379,157657238,150384187,86845069,534
154437379,157657238,150384187,173711878,534
99565378,102197983,105030929,87957341,535
154603353,102197983,105030929,87957341,535
195310968,102197983,105030929,87957341,535
79116178,102197983,105030929,87957341,535
113814171,102197983,105030929,87957341,535
99565378,167448337,105030929,87957341,535
99565378,11473417,105030929,87957341,535
99565378,201837949,105030929,87957341,535
99565378,198365083,105030929,87957341,535
99565378,102197983,210013680,87957341,535
99565378,102197983,182095522,87957341,535
99565378,102197983,16574276,87957341,535
99565378,102197983,149896847,87957341,535
99565378,102197983,105030929,154736989,535
99565378,102197983,105030929,72030337,535
99565378,102197983,105030929,191896412,535
99565378,102197983,105030929,79566342,535
149630546,212197744,196065595,212232244,536
120177924,212197744,196065595,212232244,536
177785819,212197744,196065595,212232244,536
194005702,212197744,196065595,212232244,536
177870979,212197744,196065595,212232244,536
149630546,204965792,196065595,212232244,536
149630546,67804678,196065595,212232244,536
149630546,185658260,196065595,212232244,536
149630546,213144853,196065595,212232244,536
149630546,212197744,211983086,212232244,536
149630546,212197744,195275408,212232244,536
149630546,212197744,144715496,212232244,536
149630546,212197744,213443759,212232244,536
149630546,212197744,196065595,137665224,536
149630546,212197744,196065595,115860585,536
149630546,212197744,196065595,189489803,536
149630546,212197744,196065595,207023288,536
93157747,201519408,204183178,201653854,537
73615403,201519408,204183178,201653854,537
131659596,201519408,204183178,201653854,537
43331493,201519408,204183178,201653854,537
183666048,201519408,204183178,201653854,537
93157747,153049517,204183178,201653854,537
93157747,157599901,204183178,201653854,537
93157747,19478912,204183178,201653854,537
93157747,195266256,204183178,201653854,537
93157747,201519408,140885049,201653854,537
93157747,201519408,147239018,201653854,537
93157747,201519408,179391152,201653854,537
93157747,201519408,213703748,201653854,537
93157747,201519408,204183178,198624744,537
93157747,201519408,204183178,129366857,537
93157747,201519408,204183178,48998777,537
93157747,201519408,204183178,197278206,537
152527541,149082682,116433027,148497730,538
146285250,149082682,116433027,148497730,538
153919323,149082682,116433027,148497730,538
148482862,149082682,116433027,148497730,538
98706013,149082682,116433027,148497730,538
152527541,82540433,116433027,148497730,538
152527541,138534564,116433027,148497730,538
152527541,144873466,116433027,148497730,538
152527541,111017372,116433027,148497730,538
152527541,149082682,192009324,148497730,538
152527541,149082682,157382715,148497730,538
152527541,149082682,124062189,148497730,538
152527541,149082682,94828070,148497730,538
152527541,149082682,116433027,146605016,538
152527541,149082682,116433027,202584602,538
152527541,149082682,116433027,171520744,538
152527541,149082682,116433027,209698802,538
141871311,202363444,203394322,202231071,539
145054075,202363444,203394322,202231071,539
212434023,202363444,203394322,202231071,539
35671202,202363444,203394322,202231071,539
186962919,202363444,203394322,202231071,539
141871311,129853623,203394322,202231071,539
141871311,164255596,203394322,202231071,539
141871311,205352556,203394322,202231071,539
141871311,73015494,203394322,202231071,539
141871311,202363444,188050696,202231071,539
141871311,202363444,151366786,202231071,539
141871311,202363444,94515444,202231071,539
141871311,202363444,158502237,202231071,539
141871311,202363444,203394322,163787702,539
141871311,202363444,203394322,154729751,539
141871311,202363444,203394322,157035896,539
141871311,202363444,203394322,139823832,539
214251937,214938862,192553363,203577689,540
200691542,214938862,192553363,203577689,540
168553393,214938862,192553363,203577689,540
201618500,214938862,192553363,203577689,540
184278450,214938862,192553363,203577689,540
214251937,64509828,192553363,203577689,540
214251937,186629072,192553363,203577689,540
214251937,145612549,192553363,203577689,540
214251937,150975048,192553363,203577689,540
214251937,214938862,126170622,203577689,540
214251937,214938862,124415012,203577689,540
214251937,214938862,156935902,203577689,540
214251937,214938862,111464957,203577689,540
214251937,214938862,192553363,174719782,540
214251937,214938862,192553363,200676145,540
214251937,214938862,192553363,166329246,540
214251937,214938862,192553363,130792460,540
182880615,203208828,21228740,196153002,541
168992911,203208828,21228740,196153002,541
180876412,203208828,21228740,196153002,541
180428125,203208828,21228740,196153002,541
167044661,203208828,21228740,196153002,541
182880615,101125692,21228740,196153002,541
182880615,204717261,21228740,196153002,541
182880615,205100914,21228740,196153002,541
182880615,209865263,21228740,196153002,541
182880615,203208828,125099743,196153002,541
182880615,203208828,22093468,196153002,541
182880615,203208828,50234355,196153002,541
182880615,203208828,47169245,196153002,541
182880615,203208828,21228740,175791664,541
182880615,203208828,21228740,110819690,541
182880615,203208828,21228740,161127103,541
182880615,203208828,21228740,129885909,541
125568102,55216962,74383344,141079878,542
108336922,55216962,74383344,141079878,542
171020440,55216962,74383344,141079878,542
77899829,55216962,74383344,141079878,542
130511577,55216962,74383344,141079878,542
125568102,177732831,74383344,141079878,542
125568102,157663185,74383344,141079878,542
125568102,193504715,74383344,141079878,542
125568102,126957595,74383344,141079878,542
125568102,55216962,181907753,141079878,542
125568102,55216962,210337660,141079878,542
125568102,55216962,74107483,141079878,542
125568102,55216962,191577607,141079878,542
125568102,55216962,74383344,167160745,542
125568102,55216962,74383344,165117356,542
125568102,55216962,74383344,177406757,542
125568102,55216962,74383344,167298126,542
192793378,192322882,185936806,171991752,543
77367734,192322882,185936806,171991752,543
141382839,192322882,185936806,171991752,543
166648954,192322882,185936806,171991752,543
199551872,192322882,185936806,171991752,543
192793378,163780285,185936806,171991752,543
192793378,162690426,185936806,171991752,543
192793378,129802595,185936806,171991752,543
192793378,168113511,185936806,171991752,543
192793378,192322882,185936822,171991752,543
192793378,192322882,200173523,171991752,543
192793378,192322882,176206858,171991752,543
192793378,192322882,207559513,171991752,543
192793378,192322882,185936806,192001491,543
192793378,192322882,185936806,73095054,543
192793378,192322882,185936806,171921100,543
192793378,192322882,185936806,106271383,543
213443534,214454481,196222989,203516847,544
187288185,214454481,196222989,203516847,544
57385271,214454481,196222989,203516847,544
101393431,214454481,196222989,203516847,544
47527046,214454481,196222989,203516847,544
213443534,148581617,196222989,203516847,544
213443534,164510146,196222989,203516847,544
213443534,212877120,196222989,203516847,544
213443534,170675331,196222989,203516847,544
213443534,214454481,179388663,203516847,544
213443534,214454481,184015617,203516847,544
213443534,214454481,186770542,203516847,544
213443534,214454481,186770571,203516847,544
213443534,214454481,196222989,160752979,544
213443534,214454481,196222989,180507100,544
213443534,214454481,196222989,201030270,544
213443534,214454481,196222989,144232814,544
190778911,183883874,168510821,162358019,545
214787593,183883874,168510821,162358019,545
186683688,183883874,168510821,162358019,545
160591958,183883874,168510821,162358019,545
215037227,183883874,168510821,162358019,545
190778911,152036640,168510821,162358019,545
190778911,50221052,168510821,162358019,545
190778911,179795827,168510821,162358019,545
190778911,213513863,168510821,162358019,545
190778911,183883874,154152453,162358019,545
190778911,183883874,183326698,162358019,545
190778911,183883874,207774367,162358019,545
190778911,183883874,182501447,162358019,545
190778911,183883874,168510821,127937096,545
190778911,183883874,168510821,70086177,545
190778911,183883874,168510821,191681875,545
190778911,183883874,168510821,117488893,545
27041022,141374833,9070114,30187890,546
214699402,141374833,9070114,30187890,546
99619299,141374833,9070114,30187890,546
143856850,141374833,9070114,30187890,546
193417705,141374833,9070114,30187890,546
27041022,81370635,9070114,30187890,546
27041022,208956139,9070114,30187890,546
27041022,180878699,9070114,30187890,546
27041022,138019520,9070114,30187890,546
27041022,141374833,210223467,30187890,546
27041022,141374833,190975099,30187890,546
27041022,141374833,164565763,30187890,546
27041022,141374833,208266497,30187890,546
27041022,141374833,9070114,167048132,546
27041022,141374833,9070114,192407080,546
27041022,141374833,9070114,163370625,546
27041022,141374833,9070114,128041421,546
18270096,75714579,73455078,78468206,547
113109347,75714579,73455078,78468206,547
84755305,75714579,73455078,78468206,547
92764391,75714579,73455078,78468206,547
113814171,75714579,73455078,78468206,547
18270096,193779439,73455078,78468206,547
18270096,97780203,73455078,78468206,547
18270096,55739442,73455078,78468206,547
18270096,195584827,73455078,78468206,547
18270096,75714579,203068604,78468206,547
18270096,75714579,109940050,78468206,547
18270096,75714579,202546845,78468206,547
18270096,75714579,95576533,78468206,547
18270096,75714579,73455078,155622361,547
18270096,75714579,73455078,198078007,547
18270096,75714579,73455078,193531685,547
18270096,75714579,73455078,193237098,547
205640689,187561106,169896431,192967723,548
193725926,187561106,169896431,192967723,548
177293502,187561106,169896431,192967723,548
32080087,187561106,169896431,192967723,548
89623529,187561106,169896431,192967723,548
205640689,199545767,169896431,192967723,548
205640689,37559871,169896431,192967723,548
205640689,155429057,169896431,192967723,548
205640689,138012207,169896431,192967723,548
205640689,187561106,213495720,192967723,548
205640689,187561106,192068944,192967723,548
205640689,187561106,185350801,192967723,548
205640689,187561106,134418717,192967723,548
205640689,187561106,169896431,25118509,548
205640689,187561106,169896431,124233540,548
205640689,187561106,169896431,183555557,548
205640689,187561106,169896431,150304829,548
204774613,172666244,143852448,132837797,549
205707162,172666244,143852448,132837797,549
187920995,172666244,143852448,132837797,549
173575946,172666244,143852448,132837797,549
178675773,172666244,143852448,132837797,549
204774613,202612160,143852448,132837797,549
204774613,185304318,143852448,132837797,549
204774613,174528891,143852448,132837797,549
204774613,173213703,143852448,132837797,549
204774613,172666244,143778052,132837797,549
204774613,172666244,179086264,132837797,549
204774613,172666244,163163246,132837797,549
204774613,172666244,202554323,132837797,549
204774613,172666244,143852448,147310863,549
204774613,172666244,143852448,126867617,549
204774613,172666244,143852448,190334495,549
204774613,172666244,143852448,79829159,549
119726732,210372276,190314312,210594710,550
210638346,210372276,190314312,210594710,550
103853321,210372276,190314312,210594710,550
147395565,210372276,190314312,210594710,550
142386535,210372276,190314312,210594710,550
119726732,190788505,190314312,210594710,550
119726732,190726123,190314312,210594710,550
119726732,214073388,190314312,210594710,550
119726732,213797739,190314312,210594710,550
119726732,210372276,98371210,210594710,550
119726732,210372276,109582640,210594710,550
119726732,210372276,165667291,210594710,550
119726732,210372276,173855564,210594710,550
119726732,210372276,190314312,213708449,550
119726732,210372276,190314312,139418769,550
119726732,210372276,190314312,206287723,550
119726732,210372276,190314312,54189125,550
184278450,182777762,168153303,178931571,551
201618500,182777762,168153303,178931571,551
72425857,182777762,168153303,178931571,551
133070568,182777762,168153303,178931571,551
163249740,182777762,168153303,178931571,551
184278450,84454817,168153303,178931571,551
184278450,202109600,168153303,178931571,551
184278450,202109609,168153303,178931571,551
184278450,175017852,168153303,178931571,551
184278450,182777762,186144296,178931571,551
184278450,182777762,177597738,178931571,551
184278450,182777762,107545903,178931571,551
184278450,182777762,200412600,178931571,551
184278450,182777762,168153303,155608436,551
184278450,182777762,168153303,152135921,551
184278450,182777762,168153303,140338180,551
184278450,182777762,168153303,156591842,551
194776238,191892633,191669626,180365898,552
201106733,191892633,191669626,180365898,552
171069661,191892633,191669626,180365898,552
164510146,191892633,191669626,180365898,552
135895471,191892633,191669626,180365898,552
194776238,146233208,191669626,180365898,552
194776238,196116536,191669626,180365898,552
194776238,195617744,191669626,180365898,552
194776238,150888794,191669626,180365898,552
194776238,191892633,100892209,180365898,552
194776238,191892633,205441849,180365898,552
194776238,191892633,176114818,180365898,552
194776238,191892633,183496255,180365898,552
194776238,191892633,191669626,95352411,552
194776238,191892633,191669626,169191995,552
194776238,191892633,191669626,183564001,552
194776238,191892633,191669626,164627156,552
194004596,187972930,190888106,191317740,553
51010263,187972930,190888106,191317740,553
95373321,187972930,190888106,191317740,553
159371792,187972930,190888106,191317740,553
181700586,187972930,190888106,191317740,553
194004596,145307460,190888106,191317740,553
194004596,130464362,190888106,191317740,553
194004596,189121156,190888106,191317740,553
194004596,183869845,190888106,191317740,553
194004596,187972930,205232308,191317740,553
194004596,187972930,205722718,191317740,553
194004596,187972930,201929335,191317740,553
194004596,187972930,166367125,191317740,553
194004596,187972930,190888106,182436092,553
194004596,187972930,190888106,184736729,553
194004596,187972930,190888106,192407080,553
194004596,187972930,190888106,125381144,553
167984574,145252306,148594788,181705009,554
130044331,145252306,148594788,181705009,554
99989430,145252306,148594788,181705009,554
95995613,145252306,148594788,181705009,554
75764889,145252306,148594788,181705009,554
167984574,210384461,148594788,181705009,554
167984574,209221199,148594788,181705009,554
167984574,113474390,148594788,181705009,554
167984574,139626558,148594788,181705009,554
167984574,145252306,87502402,181705009,554
167984574,145252306,96493509,181705009,554
167984574,145252306,22475547,181705009,554
167984574,145252306,170052113,181705009,554
167984574,145252306,148594788,190976104,554
167984574,145252306,148594788,186190665,554
167984574,145252306,148594788,156580870,554
167984574,145252306,148594788,193789183,554
193359416,197502662,207263713,60090295,555
159079448,197502662,207263713,60090295,555
150486895,197502662,207263713,60090295,555
188200319,197502662,207263713,60090295,555
188200388,197502662,207263713,60090295,555
193359416,179558144,207263713,60090295,555
193359416,108939283,207263713,60090295,555
193359416,200882489,207263713,60090295,555
193359416,123066348,207263713,60090295,555
193359416,197502662,202285667,60090295,555
193359416,197502662,7300145,60090295,555
193359416,197502662,187174658,60090295,555
193359416,197502662,147465658,60090295,555
193359416,197502662,207263713,201344954,555
193359416,197502662,207263713,9468412,555
193359416,197502662,207263713,151870951,555
193359416,197502662,207263713,110028430,555
185529730,191403405,193133187,181237556,556
124394211,191403405,193133187,181237556,556
210916445,191403405,193133187,181237556,556
109404346,191403405,193133187,181237556,556
173527150,191403405,193133187,181237556,556
185529730,205367954,193133187,181237556,556
185529730,195418618,193133187,181237556,556
185529730,164788309,193133187,181237556,556
185529730,212233646,193133187,181237556,556
185529730,191403405,151041876,181237556,556
185529730,191403405,116557761,181237556,556
185529730,191403405,118764622,181237556,556
185529730,191403405,184401363,181237556,556
185529730,191403405,193133187,167939656,556
185529730,191403405,193133187,157087241,556
185529730,191403405,193133187,183315827,556
185529730,191403405,193133187,179925944,556
193081740,199146525,189549673,193970754,557
188264020,199146525,189549673,193970754,557
162374887,199146525,189549673,193970754,557
200500167,199146525,189549673,193970754,557
188958974,199146525,189549673,193970754,557
193081740,174660408,189549673,193970754,557
193081740,190101589,189549673,193970754,557
193081740,177308163,189549673,193970754,557
193081740,195912152,189549673,193970754,557
193081740,199146525,189549467,193970754,557
193081740,199146525,137613322,193970754,557
193081740,199146525,189593708,193970754,557
193081740,199146525,208286610,193970754,557
193081740,199146525,189549673,66637577,557
193081740,199146525,189549673,196846275,557
193081740,199146525,189549673,129843069,557
193081740,199146525,189549673,138017461,557
105190155,160419706,99720046,143870699,558
144792208,160419706,99720046,143870699,558
200202718,160419706,99720046,143870699,558
100461439,160419706,99720046,143870699,558
172933438,160419706,99720046,143870699,558
105190155,201718986,99720046,143870699,558
105190155,192152398,99720046,143870699,558
105190155,174385815,99720046,143870699,558
105190155,64184064,99720046,143870699,558
105190155,160419706,190782688,143870699,558
105190155,160419706,142266433,143870699,558
105190155,160419706,190536889,143870699,558
105190155,160419706,212469974,143870699,558
105190155,160419706,99720046,179294407,558
105190155,160419706,99720046,148230997,558
105190155,160419706,99720046,182870301,558
105190155,160419706,99720046,203654440,558
179581025,168717418,176702640,179096908,559
173579264,168717418,176702640,179096908,559
209489030,168717418,176702640,179096908,559
205345459,168717418,176702640,179096908,559
209515463,168717418,176702640,179096908,559
179581025,195272134,176702640,179096908,559
179581025,113559462,176702640,179096908,559
179581025,20679612,176702640,179096908,559
179581025,203932604,176702640,179096908,559
179581025,168717418,136182460,179096908,559
179581025,168717418,29844267,179096908,559
179581025,168717418,125099743,179096908,559
179581025,168717418,119284206,179096908,559
179581025,168717418,176702640,151722587,559
179581025,168717418,176702640,130287707,559
179581025,168717418,176702640,188208671,559
179581025,168717418,176702640,205227178,559
191422682,173374319,195729907,195828063,560
156591889,173374319,195729907,195828063,560
154210838,173374319,195729907,195828063,560
210962460,173374319,195729907,195828063,560
207217337,173374319,195729907,195828063,560
191422682,200010155,195729907,195828063,560
191422682,123875508,195729907,195828063,560
191422682,57102593,195729907,195828063,560
191422682,179901782,195729907,195828063,560
191422682,173374319,67495768,195828063,560
191422682,173374319,132662800,195828063,560
191422682,173374319,140744995,195828063,560
191422682,173374319,195127160,195828063,560
191422682,173374319,195729907,211874343,560
191422682,173374319,195729907,174531396,560
191422682,173374319,195729907,210245761,560
191422682,173374319,195729907,101313763,560
113099609,110653878,113627787,112167284,561
139486550,110653878,113627787,112167284,561
88321064,110653878,113627787,112167284,561
171292618,110653878,113627787,112167284,561
133538060,110653878,113627787,112167284,561
113099609,210333189,113627787,112167284,561
113099609,132012364,113627787,112167284,561
113099609,148402088,113627787,112167284,561
113099609,35116320,113627787,112167284,561
113099609,110653878,210866000,112167284,561
113099609,110653878,176856470,112167284,561
113099609,110653878,197080611,112167284,561
113099609,110653878,166237957,112167284,561
113099609,110653878,113627787,157630278,561
113099609,110653878,113627787,147532876,561
113099609,110653878,113627787,152327365,561
113099609,110653878,113627787,183069106,561
194233408,193137389,195624311,185534491,562
155279458,193137389,195624311,185534491,562
177172860,193137389,195624311,185534491,562
143479419,193137389,195624311,185534491,562
157610674,193137389,195624311,185534491,562
194233408,38720830,195624311,185534491,562
194233408,87502402,195624311,185534491,562
194233408,200463923,195624311,185534491,562
194233408,140812367,195624311,185534491,562
194233408,193137389,182295332,185534491,562
194233408,193137389,198350478,185534491,562
194233408,193137389,129774653,185534491,562
194233408,193137389,93923470,185534491,562
194233408,193137389,195624311,122758224,562
194233408,193137389,195624311,176283699,562
194233408,193137389,195624311,182532387,562
194233408,193137389,195624311,50838644,562
203062321,203061891,200967303,164542233,563
192129065,203061891,200967303,164542233,563
112593011,203061891,200967303,164542233,563
137586042,203061891,200967303,164542233,563
210280836,203061891,200967303,164542233,563
203062321,178918589,200967303,164542233,563
203062321,75815931,200967303,164542233,563
203062321,63355552,200967303,164542233,563
203062321,60423411,200967303,164542233,563
203062321,203061891,201658317,164542233,563
203062321,203061891,98002086,164542233,563
203062321,203061891,129066022,164542233,563
203062321,203061891,151123523,164542233,563
203062321,203061891,200967303,206527566,563
203062321,203061891,200967303,181567075,563
203062321,203061891,200967303,143218272,563
203062321,203061891,200967303,200676145,563
123074795,126716174,151688918,127108460,564
196201757,126716174,151688918,127108460,564
90729788,126716174,151688918,127108460,564
86448293,126716174,151688918,127108460,564
178782478,126716174,151688918,127108460,564
123074795,136468835,151688918,127108460,564
123074795,189634473,151688918,127108460,564
123074795,115871288,151688918,127108460,564
123074795,136473938,151688918,127108460,564
123074795,126716174,120533897,127108460,564
123074795,126716174,78911205,127108460,564
123074795,126716174,158096050,127108460,564
123074795,126716174,212068937,127108460,564
123074795,126716174,151688918,141033877,564
123074795,126716174,151688918,75743066,564
123074795,126716174,151688918,136701564,564
123074795,126716174,151688918,140885049,564
41642861,50705463,43219372,46078589,565
204622507,50705463,43219372,46078589,565
63371049,50705463,43219372,46078589,565
137020242,50705463,43219372,46078589,565
69262702,50705463,43219372,46078589,565
41642861,165034487,43219372,46078589,565
41642861,127129773,43219372,46078589,565
41642861,94595064,43219372,46078589,565
41642861,102590682,43219372,46078589,565
41642861,50705463,150894811,46078589,565
41642861,50705463,192748207,46078589,565
41642861,50705463,16794860,46078589,565
41642861,50705463,194318696,46078589,565
41642861,50705463,43219372,187971999,565
41642861,50705463,43219372,201158705,565
41642861,50705463,43219372,81121143,565
41642861,50705463,43219372,204004994,565
111807598,148022577,142539979,144855367,566
159581894,148022577,142539979,144855367,566
206871657,148022577,142539979,144855367,566
142272620,148022577,142539979,144855367,566
130669269,148022577,142539979,144855367,566
111807598,182907258,142539979,144855367,566
111807598,195513694,142539979,144855367,566
111807598,145416972,142539979,144855367,566
111807598,164917385,142539979,144855367,566
111807598,148022577,167133183,144855367,566
111807598,148022577,176043812,144855367,566
111807598,148022577,182273053,144855367,566
111807598,148022577,178165399,144855367,566
111807598,148022577,142539979,112388902,566
111807598,148022577,142539979,18039770,566
111807598,148022577,142539979,85205898,566
111807598,148022577,142539979,209194647,566
209816002,211045708,181801987,210647082,567
175906010,211045708,181801987,210647082,567
191111204,211045708,181801987,210647082,567
4491923,211045708,181801987,210647082,567
142995807,211045708,181801987,210647082,567
209816002,211015735,181801987,210647082,567
209816002,151658577,181801987,210647082,567
209816002,190999405,181801987,210647082,567
209816002,145021369,181801987,210647082,567
209816002,211045708,133248721,210647082,567
209816002,211045708,79462926,210647082,567
209816002,211045708,126813668,210647082,567
209816002,211045708,146237020,210647082,567
209816002,211045708,181801987,128703005,567
209816002,211045708,181801987,181269073,567
209816002,211045708,181801987,129525951,567
209816002,211045708,181801987,158367666,567
167897167,182857316,150419654,177853755,568
206453483,182857316,150419654,177853755,568
117781516,182857316,150419654,177853755,568
205288102,182857316,150419654,177853755,568
198490248,182857316,150419654,177853755,568
167897167,184707670,150419654,177853755,568
167897167,136434782,150419654,177853755,568
167897167,194267081,150419654,177853755,568
167897167,170552164,150419654,177853755,568
167897167,182857316,171423290,177853755,568
167897167,182857316,154225347,177853755,568
167897167,182857316,203567932,177853755,568
167897167,182857316,190217910,177853755,568
167897167,182857316,150419654,194706701,568
167897167,182857316,150419654,187980669,568
167897167,182857316,150419654,174131198,568
167897167,182857316,150419654,163584031,568
203493594,203773427,189477273,192718170,569
206837078,203773427,189477273,192718170,569
159692042,203773427,189477273,192718170,569
194343278,203773427,189477273,192718170,569
189280332,203773427,189477273,192718170,569
203493594,174188176,189477273,192718170,569
203493594,140993386,189477273,192718170,569
203493594,123432858,189477273,192718170,569
203493594,173214328,189477273,192718170,569
203493594,203773427,188673821,192718170,569
203493594,203773427,188490750,192718170,569
203493594,203773427,187605881,192718170,569
203493594,203773427,129635409,192718170,569
203493594,203773427,189477273,196134273,569
203493594,203773427,189477273,213530808,569
203493594,203773427,189477273,140535850,569
203493594,203773427,189477273,197245563,569
194916743,126773775,14392861,127937096,570
65582665,126773775,14392861,127937096,570
148175752,126773775,14392861,127937096,570
124874054,126773775,14392861,127937096,570
148640348,126773775,14392861,127937096,570
194916743,154960341,14392861,127937096,570
194916743,141697574,14392861,127937096,570
194916743,120263353,14392861,127937096,570
194916743,122129156,14392861,127937096,570
194916743,126773775,100892209,127937096,570
194916743,126773775,126683638,127937096,570
194916743,126773775,170772690,127937096,570
194916743,126773775,204642790,127937096,570
194916743,126773775,14392861,142580253,570
194916743,126773775,14392861,185754672,570
194916743,126773775,14392861,162358019,570
194916743,126773775,14392861,161137662,570
203488858,210345318,206279004,206942937,571
65617164,210345318,206279004,206942937,571
190742365,210345318,206279004,206942937,571
175716858,210345318,206279004,206942937,571
92203347,210345318,206279004,206942937,571
203488858,140384999,206279004,206942937,571
203488858,186870756,206279004,206942937,571
203488858,170675331,206279004,206942937,571
203488858,200916581,206279004,206942937,571
203488858,210345318,174865026,206942937,571
203488858,210345318,94828125,206942937,571
203488858,210345318,102743235,206942937,571
203488858,210345318,149684821,206942937,571
203488858,210345318,206279004,175008318,571
203488858,210345318,206279004,123493721,571
203488858,210345318,206279004,77225206,571
203488858,210345318,206279004,90795630,571
159852934,149827578,167584127,173679673,572
121615503,149827578,167584127,173679673,572
138121049,149827578,167584127,173679673,572
162745810,149827578,167584127,173679673,572
154151899,149827578,167584127,173679673,572
159852934,150276753,167584127,173679673,572
159852934,132557407,167584127,173679673,572
159852934,171596444,167584127,173679673,572
159852934,121715709,167584127,173679673,572
159852934,149827578,162312794,173679673,572
159852934,149827578,147757670,173679673,572
159852934,149827578,190480554,173679673,572
159852934,149827578,26769976,173679673,572
159852934,149827578,167584127,200623812,572
159852934,149827578,167584127,84502971,572
159852934,149827578,167584127,18976561,572
159852934,149827578,167584127,170229439,572
95697798,88222966,56019936,59227278,573
128268390,88222966,56019936,59227278,573
208750218,88222966,56019936,59227278,573
195270606,88222966,56019936,59227278,573
138475649,88222966,56019936,59227278,573
95697798,173567667,56019936,59227278,573
95697798,190376139,56019936,59227278,573
95697798,201349075,56019936,59227278,573
95697798,189984587,56019936,59227278,573
95697798,88222966,30022896,59227278,573
95697798,88222966,151727261,59227278,573
95697798,88222966,118431240,59227278,573
95697798,88222966,193359905,59227278,573
95697798,88222966,56019936,214699472,573
95697798,88222966,56019936,139072890,573
95697798,88222966,56019936,172591112,573
95697798,88222966,56019936,104262033,573
179846192,205858794,206126964,205367329,574
186037609,205858794,206126964,205367329,574
176682288,205858794,206126964,205367329,574
78966195,205858794,206126964,205367329,574
182317467,205858794,206126964,205367329,574
179846192,183080324,206126964,205367329,574
179846192,139277219,206126964,205367329,574
179846192,101087212,206126964,205367329,574
179846192,198859318,206126964,205367329,574
179846192,205858794,203764814,205367329,574
179846192,205858794,145976745,205367329,574
179846192,205858794,183032278,205367329,574
179846192,205858794,7731220,205367329,574
179846192,205858794,206126964,138169343,574
179846192,205858794,206126964,130105363,574
179846192,205858794,206126964,181115188,574
179846192,205858794,206126964,162581511,574
62591395,4257312,85222470,87508109,575
157160947,4257312,85222470,87508109,575
145398956,4257312,85222470,87508109,575
148866138,4257312,85222470,87508109,575
203804963,4257312,85222470,87508109,575
62591395,140803741,85222470,87508109,575
62591395,156136800,85222470,87508109,575
62591395,86313622,85222470,87508109,575
62591395,69996380,85222470,87508109,575
62591395,4257312,47847968,87508109,575
62591395,4257312,144783248,87508109,575
62591395,4257312,152816580,87508109,575
62591395,4257312,210335912,87508109,575
62591395,4257312,85222470,90778803,575
62591395,4257312,85222470,160809551,575
